query	k__Animalia;p__location_output
42f3ce1c23812a0f7fc7989410deaed6	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Macaria
431c520635c7e7d0306ca075e21cec32	k__Animalia;p__Arthropoda;c__Insecta;o__Zygentoma;f__Lepismatidae;g__Thermobia;s__Thermobia domestica
431f7e5dfc33be93bcf85451430ba8c0	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus
432d6d32008392de5f340d14dd19d793	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
432e108fbb11a91c09aa6007ed875f5e	k__Animalia;p__Arthropoda;c__Insecta
432f488cf1108157ff59c19238b51aae	k__Animalia;p__Arthropoda;c__Insecta
433253470dfe7e2f05ed1f7338c1d008	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
4337c82f4eb2b3fea0e96cb9f152c754	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Pycnopsyche;s__Pycnopsyche lepida
433e8183762b9abf7323502e860360f1	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
434048804b496a0a2c385d24be611711	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
434c3ec5964d9040fbc970908ae87e49	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tineidae;g__Nemapogon
4353dcdb3647834a77ccc6c6a2db99f7	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gracillariidae;g__Parornix
436a56818b6852e05a2fc0e686023de0	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
436e5fae37a9288bda543d6e65de1a89	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Pelochrista
4377a56ecce4a59ff7ec6b705fe3d112	k__Animalia;p__Arthropoda;c__Insecta
437d3cc2503adf4293ab9645d178087a	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis
438150e908c5a008fdc8229648aa239c	k__Animalia;p__Arthropoda;c__Insecta;o__Neuroptera;f__Mantispidae;g__Dicromantispa;s__Dicromantispa sayi
4387639769c7c8ff916bfc9416ec6de2	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Cheilotrichia;s__Cheilotrichia stigmatica
4390e2c296a610c4cba9c48d737d9f23	k__Animalia;p__Arthropoda;c__Insecta;o__Megaloptera;f__Sialidae;g__Sialis;s__Sialis vagans
4397991e3c6d7bbe76618d197d68867a	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Dictynidae;g__Emblyna;s__Emblyna sublata
439fedface2702f6f18fbcf7753ba465	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Ephemeridae;g__Hexagenia;s__Hexagenia limbata
43a90cb19936d26eecefa674926bbb24	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
43aa1cf9104ce425111bcaefbfd7228a	k__Animalia;p__Arthropoda;c__Insecta
43b04b547fcfa38535ca984d38dcce31	k__Animalia;p__Arthropoda;c__Insecta
43b3dedc2add310f98f4f31395cb1569	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus;s__Melanotus similis
43b478ae32e6a91b339e2b2aeff28e5d	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
43c1589540cea7460e08468435d586c3	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
43c51488316663266a63b48ae420c8cb	k__Animalia;p__Arthropoda;c__Insecta
43d11424d5e856e6288389839bd02bff	k__Animalia;p__Arthropoda;c__Insecta
43dcc5a07f9d10fdd355a358de425469	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Culex
43e38220f4477d8a0206b36ee0cbde84	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Chironomus
43f16309cb7e30074260254e9607e106	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Erioptera
43f32962ef4ecf1e9738cc6c18613fc2	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
43f4d6d29d1767c4ac0c051fe345ce03	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
43f5d21d65fee17d3541b96c4dc77457	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae;g__Ophion
4424ddb0c659a6e557b0c8cd69cba136	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus
442886bf07b8727aea9c81a6ce8e9077	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Miridae;g__Deraeocoris
442daed9bde4060fbef346bb2bd0ec7f	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
443648b34b83234a234c7e1094e415b3	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Gypsonoma
4438dc419ba9fc39d76992ac0fff400d	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gracillariidae;g__Caloptilia
443a2ac35702844bb5a192c07a414a73	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Oecophoridae;g__Oligoloba;s__Oligoloba severa
443a72aa5f34ea34fd921e6c56388ce3	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Leucrocuta;s__Leucrocuta maculipennis
443e6a9c9a6c5bbf5477ee715fc36611	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
4441993e99cc0e1efb997534ce378d7e	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Coccinellidae;g__Harmonia;s__Harmonia axyridis
444b74ce1d2968cf63b265452fa23240	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
4469610369adbd2c07f5c9f7b7cb4867	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
4474b231afd623a11333f0224a57b42d	k__Animalia;p__Arthropoda;c__Insecta
447e1e445582a0dc7bfb10f55c618d09	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Pseudotelphusa
447e55c85ededb245ad8cad7eba120de	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Limnephilus;s__Limnephilus submonilifer
448fc7d88204cda5dc5f652a9c6ad570	k__Animalia;p__Arthropoda;c__Insecta
4498b8314a54cd4acb19847c80ff6e71	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Athous;s__Athous brightwelli
449d5fc4fe10fe2911e1eba51278aa87	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Theridiidae;g__Theridion;s__Theridion frondeum
44aa8762809348fc43f67c6b55948e1e	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
44ae1a9122a0fdef6effaeced1bcc634	k__Animalia;p__Arthropoda;c__Insecta
44af255a13996ae755047345daf11d05	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Pseudotelphusa
44b18de0629657023fa595d5280b9a3b	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gracillariidae;g__Cameraria
44b876b11ffdf3be2ad0a81794a42cd9	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
44dc11ecaebd81c650d777d4a32c31a1	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
44df62860eea7b424a59f9f14b47a657	k__Animalia;p__Arthropoda;c__Insecta
44ea31247e874768ec04c127dc1596fc	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
44ea6460532ad1545a775d6d054bb96f	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae;g__Stictopisthus;s__Stictopisthus sp.
44edb2672067c9b3a1adb33d3618f86f	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis
44f02224a1d14ec5eae00926eb4bfef9	k__Animalia;p__Arthropoda;c__Insecta
44f1d979a0b01fa1cc2ccf61eb9cc7d3	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae
44ff1f1258c5ae73633dd2536fc3a50b	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Hemicrepidius;s__Hemicrepidius brevicollis
44ffe4b9ffa33ba1fae0ea80aad5f467	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
45035df293019ea049baae04efe9fa88	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Muscidae;g__Helina
4504db1512ee06bb4ccabc5d6a1045ed	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
450598e7c29ab37f0bb35f59fa4a3a61	k__Animalia;p__Arthropoda;c__Insecta
4505b81825c393d580a644b6dcce4b7a	k__Animalia;p__Arthropoda;c__Insecta
451f52f9270e2733e323321b19916519	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Limnephilus;s__Limnephilus ornatus
451faac22d130c4159577bd305c238d8	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
451fbb02ef32060272577cabe65295b3	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Hydrophilidae;g__Helocombus;s__Helocombus bifidus
4520c1454c07eab51d2afcabf1572b6f	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Elophila;s__Elophila obliteralis
452ab05c70046005823302a483b26aa4	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
452bba35da1616ef2a9cfbedb62974a4	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
452f5f6af2c76f54a66eaa55d238482f	k__Animalia;p__Arthropoda;c__Insecta
453e1915ccabdc894a014c81d5f59d9b	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Euphylidorea;s__Euphylidorea platyphallus
456093bff4d6174db419ac6d572082d4	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Cladara
4560f233590a006a655ec910d74b36cb	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Diamesa
456163fa230d9f226c64136c17d64888	k__Animalia;p__Arthropoda;c__Insecta
45620e4048ed2eea04f4acc9ed80a7d9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Nephrotoma
45658e7a6783f79a9849cbd8dc03bbf5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae;g__Angarotipula;s__Angarotipula illustris
456777bbf1f9c8508a566ee329009659	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Psychodidae;g__Sciopemyia;s__Sciopemyia sordellii
4568792f8b0268b88e097e708e064b22	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Cerambycidae;g__Monochamus
4578c5adf002f44deddd9c5bae4ee50f	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Phryganeidae;g__Phryganea;s__Phryganea sayi
458a920d3c9312ae21d25087eef8baf3	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Hemicrepidius;s__Hemicrepidius brevicollis
458e6e0d1bebd5dca21c4eab53b353f3	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Baetiscidae;g__Baetisca
45982886caa2a41859af2bddc3efcbc2	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scirtidae;g__Contacyphon
45a04af0ed1aa8a89018f4fbfd79f023	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus;s__Chaoborus punctipennis
45a55757335252ead1a02499f86058fb	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Coleophoridae;g__Coleophora
45aaff97db6678ce514cc1f35a763744	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Orthotaenia;s__Orthotaenia undulana
45ac2b73cabe826f79d0694018047021	k__Animalia;p__Arthropoda;c__Insecta
45ac8a33d74961e7233685f49b99ea23	k__Animalia;p__Arthropoda;c__Insecta
45ae99c5ee2b6da2f00a139fa3c001d1	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana
45b3cf3c162f9806fa26943e0924ca65	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Linyphiidae;g__Pityohyphantes
45bfa5c78f3ad16337206ed74bde9988	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
45c0f5ad2a27dc110f8e13220600f395	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
45cbca72169ea72ceb945f23a30ec54d	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Polycentropodidae;g__Plectrocnemia;s__Plectrocnemia cinerea
45d3254bf5c932d033be6042623afdce	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Drosophilidae;g__Drosophila;s__Drosophila neotestacea
45d6ca402646525cea83f39eb87233b5	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus;s__Chaoborus punctipennis
45d7096537d84815b94beed2519c96c1	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Ichneumonidae;g__Ophion
45d962f16d7f7450046dd5cc38fd6d42	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Chionodes
45daeaea5791c12079173212797f4d47	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae;g__Adelpha;s__Adelpha serpa
45dd9855b193d7b922127b43af83973d	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Micropsectra
45def1a7a606c5b414d591381ff2a8b6	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus
45df8be20c28f3150ab869f627c2c2db	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydroptilidae;g__Orthotrichia
45e92a4fff859e084d88a367b84e6f27	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Cheumatopsyche;s__Cheumatopsyche campyla
45ea0337d6cf05bc59b2572ebced9032	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis
45f1d117d75b1a820f8797c3a4f431e4	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Psychomyiidae;g__Psychomyia
45f2aa43f14591572550ae60e560a3ea	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus
45f2b3418c1d93c9ac6a32ba0a8dac70	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Maccaffertium;s__Maccaffertium terminatum
460101bf6eba16706f1917f3fea1c7b0	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
460289d46f22fcb41652a2fe9c24f9df	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Coelostathma;s__Coelostathma discopunctana
460b7e2d74b5afe38dea7a135cb54206	k__Animalia;p__Arthropoda;c__Insecta
460f630a0b0ee586aac0822c3935baa2	k__Animalia;p__Arthropoda;c__Insecta
4613ada1d9b55f7b2fbfc79b507f6778	k__Animalia;p__Arthropoda;c__Insecta
4623cc1151ca4ea733f1b24af2e9c180	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Idia;s__Idia rotundalis
462a3150871e94677d4e084ce6c1d697	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Phyllophaga;s__Phyllophaga crenulata
462b3174cdd7d800e652935f8ade3241	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana
462bd06cdd083ac17454cbf0e1e86080	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Phtheochroa
46305056a67093dfbcc3a0c385f8b976	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Leptoceridae;g__Ceraclea;s__Ceraclea mentiea
4644ddd6b31ccedcc8df91b2e1463cb9	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae;g__Gyponana
464792123f0d2234550252923df4fdc2	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Mycetophila
4652c01dea94e8522c16a1c65f4e4523	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Smittia;s__Smittia sp. 16ES
46595f6739b76a8b07780699590fc1ff	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Brentidae;g__Arrhenodes;s__Arrhenodes minutus
4667703dc3ca46bf0fef20f9d6e1ec94	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Tanytarsus
466a767f41902e81118c27bfd2173b55	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Cheilotrichia;s__Cheilotrichia stigmatica
466c3499623d8afb49560f7b43f316b2	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Araneidae;g__Larinioides;s__Larinioides cornutus
466fef19273171928e7408466bcdf9ab	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus;s__Chaoborus punctipennis
467d75a49ac5a72e82e7c1f3bbcc387e	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Cheilotrichia;s__Cheilotrichia stigmatica
46882110c50718063665e077b4635a71	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
469a534f2220014daa917775522e6788	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Coquillettidia;s__Coquillettidia perturbans
469eb7cdf2e7d8d22051d8ec4a656ca7	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Ypsolophidae;g__Ypsolopha;s__Ypsolopha dentella
46b4eccda38c22e7924b80a48415e5ae	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
46cd35dd4b585cc11675e5caa5cfdaa0	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
46d345d6588650c62dce4d10f23c59ac	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
46d767e85cd4a84694c098e092c10ec3	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Phryganeidae;g__Agrypnia;s__Agrypnia vestita
46df46f7d027b268d2b5d433cf4d3f40	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
46e71ccfb983bee2c18f9d15d410167a	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Dicrotendipes;s__Dicrotendipes modestus
46fb49bce337ab5599146ef12adb193a	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis
4709ca2210ffe99834fb099e4736576d	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Orthocladius;s__Orthocladius smolandicus
470ffec1c6dd0e6b190770b14ee2ca29	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
4714229c61e7eeecc28ada05f36f95a0	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chaoboridae;g__Chaoborus;s__Chaoborus punctipennis
471f47e7d7802c40ce2e029fbf9712f8	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Simuliidae;g__Cnephia;s__Cnephia ornithophilia
472b41c8c1fa2db188a238505d795b23	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
4732cf02c725806687c03cd6f6b51107	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Pipunculidae;g__Dorylomorpha
47381a10c6ee241c7b202f70625c7604	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
473c48995eb875adb12493b24fb91ab9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae
473d141bfcebc69e7eb981d88c56618b	k__Animalia;p__Arthropoda;c__Insecta
473d9543e453927dea02cb380c790876	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
474909539f4f5af42735f654d0854ebe	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Hydrophilidae;g__Cercyon;s__Cercyon praetextatus
4754bb8f8a32c631e5903c88b613d0bb	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Serica;s__Serica intermixta
475705c7aa796150f6ad9c1915e3327c	k__Animalia;p__Arthropoda;c__Insecta
475812a9b89178d3f6f416a26efc00d5	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
47611d1a2c25e07c850a0ef024ddcaeb	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae;g__Maccaffertium;s__Maccaffertium terminatum
4764532a6b03e48f905bf78e3676d7ed	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Phyllophaga;s__Phyllophaga anxia
476fdadf48e42a4900508a3ce7904a73	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Cheumatopsyche
47722d96a14eb8f78ac471d471bb47f6	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Hemicrepidius;s__Hemicrepidius memnonius
4774d969ee631dfa01905553f105d332	k__Animalia;p__Arthropoda;c__Insecta
4775985341bce52db35496314c80f016	k__Animalia;p__Arthropoda;c__Insecta
478c83cd663983b789bdc06946149f22	k__Animalia;p__Arthropoda;c__Insecta
47941fb7a6333d21e1d32eee8875de73	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Figitidae;g__Alloxysta;s__Alloxysta castanea
479bb63033604958c61aaf040cfa93ee	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Dolerosomus;s__Dolerosomus silaceus
479e8da9db990a3ddec6651977bd9f07	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
47a373635a2423b8a66425fada37a63e	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
47a78cfe583feb992673d42749f78215	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tineidae
47a82946e7cabfc4a68642cec9046020	k__Animalia;p__Arthropoda;c__Insecta
47aa5d284662b3fe483b549af4faa9f4	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
47aca15d038d416120f33affbc13ba32	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Theridiidae;g__Theridion;s__Theridion glaucescens
47b277031aaf9b2aea3efb084d03cd5f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae
47b706e8bdb437c8b3d032b5942700ed	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
47b7823fb305916410e231cfb496ebda	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydropsychidae;g__Hydropsyche;s__Hydropsyche alternans
47bd6df2ac3516b13023681617e622c4	k__Animalia;p__Arthropoda;c__Insecta
47c3edcf31ddc40efe46eb61d04a5b72	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
47da55dd1768fc6b3911ae1008157c70	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tortricidae;g__Syndemis
47e832a66c557b16f5dc228174c09ca7	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Ephemerellidae;g__Eurylophella;s__Eurylophella doris
47ec14aa818595a6eda2f9dd7d9ba9d3	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Curculionidae;g__Myosides;s__Myosides seriehispidus
47f41fd0cf7724e5488aa234f96f4707	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Miridae;g__Phytocoris
47f81b93537609600a44fc6cf14503d6	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Geranomyia
47f9755842e3181f26e05747f2c2939c	k__Animalia;p__Arthropoda;c__Insecta
47f9f1fc1f5599d4e0f6d3b5a7537868	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
480ee879e575de77402ea527f8081086	k__Animalia;p__Arthropoda;c__Insecta
480ef3d4e9623dafdaf63858664e1d02	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Stenotrachelidae;g__Cephaloon;s__Cephaloon lepturoides
48122e03579fe667f7dd2d984a2bf1bf	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Macaria
481957f72935b3c5e4b7d25375fb8b2a	k__Animalia;p__Arthropoda;c__Insecta
4819c6e9412c26667a639d92535041ee	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
481aba425027b206cfe7a75b4fab118e	k__Animalia;p__Arthropoda;c__Insecta
482bb2122f15105e1856ca69ca8e8db7	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
482dc7550cd11e5e5a21aa9696b63ec7	k__Animalia;p__Arthropoda;c__Insecta
483a19fcbad73d3f7632ed6d17baa5a6	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Chironomidae;g__Dicrotendipes;s__Dicrotendipes modestus
48400a6ebf5685d91796c462d33cbea9	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Helius;s__Helius flavipes
4844c9026deb9877c71c6d79e17df89f	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Macaria
48475248062a1e6fcc426d32db40c04e	k__Animalia;p__Arthropoda;c__Insecta
4848654c04271e1377eb667fd8171a42	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
4853e644dc07e446ee5b651156043aea	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
48597b5230eb671754998b3a5380c305	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera
485d5494c84448db73be1ebf7fef2ec6	k__Animalia;p__Arthropoda;c__Insecta
486443029ca08b8d5a2ad2c01c01b57e	k__Animalia;p__Arthropoda;c__Insecta
4867aec894b278031dc0b1bdff347d37	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Staphylinidae;g__Acidota;s__Acidota subcarinata
486be80e85bd2e40177960282ed38da5	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Labarrus;s__Labarrus cincticulus
486db6d11035c460589a3fd710274f30	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Hydrophilidae;g__Helocombus;s__Helocombus bifidus
4873e287c4e63df0ca43edd3478193d7	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Melanotus
487789146b8ba3e6f3fb9f6bcce9767f	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
48847ea0fb8978146ada2658b2c10228	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Athous
48993be6754a3127baeb672f2a9a8000	k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Tettigoniidae;g__Lamecosoma;s__Lamecosoma inermis
48a01e5279e012db558508597e56ae63	k__Animalia;p__Arthropoda;c__Insecta
48ab5958984ee9d4488f21a3243efe14	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera
48ab84d72d025e9b9e3f9414443358e5	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scirtidae;g__Prionocyphon;s__Prionocyphon discoideus
48acdf300cbdd6e8f37dd19a0ebe2721	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Theridiidae;g__Theridion;s__Theridion murarium
