Sample Name	Sample title	BioProject Accession	Organism	host	isolation source	collection date	geographic location	latitude and longitude	Sample type	Isolate
oro160458		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Brown Lane Hollis NH	not collected	sample	oro160458
oro160459		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Brown Lane Hollis NH	not collected	sample	oro160459
oro160460		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Brown Lane Hollis NH	not collected	sample	oro160460
oro160461		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Brown Lane Hollis NH	not collected	sample	oro160461
oro160462		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Brown Lane Hollis NH	not collected	sample	oro160462
oro160463		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Brown Lane Hollis NH	not collected	sample	oro160463
oro160464		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Brown Lane Hollis NH	not collected	sample	oro160464
oro160466		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Brown Lane Hollis NH	not collected	sample	oro160466
oro160467		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Brown Lane Hollis NH	not collected	sample	oro160467
oro160469		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Brown Lane Hollis NH	not collected	sample	oro160469
oro160470		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Brown Lane Hollis NH	not collected	sample	oro160470
oro160471		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Brown Lane Hollis NH	not collected	sample	oro160471
oro160472		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Brown Lane Hollis NH	not collected	sample	oro160472
oro160473		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Brown Lane Hollis NH	not collected	sample	oro160473
oro160474		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Brown Lane Hollis NH	not collected	sample	oro160474
oro160475		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Brown Lane Hollis NH	not collected	sample	oro160475
oro160476		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Brown Lane Hollis NH	not collected	sample	oro160476
oro160477		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Brown Lane Hollis NH	not collected	sample	oro160477
oro160478		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Brown Lane Hollis NH	not collected	sample	oro160478
oro160480		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Brown Lane Hollis NH	not collected	sample	oro160480
oro160484		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160484
oro160485		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160485
oro160486		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160486
oro160487		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160487
oro160488		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160488
oro160489		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160489
oro160490		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160490
oro160491		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160491
oro160492		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160492
oro160493		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160493
oro160494		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160494
oro160495		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Brown Lane Hollis NH	not collected	sample	oro160495
oro160497		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Brown Lane Hollis NH	not collected	sample	oro160497
oro160498		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Brown Lane Hollis NH	not collected	sample	oro160498
oro160499		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Brown Lane Hollis NH	not collected	sample	oro160499
oro160500		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Brown Lane Hollis NH	not collected	sample	oro160500
oro160501		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Brown Lane Hollis NH	not collected	sample	oro160501
oro160502		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Brown Lane Hollis NH	not collected	sample	oro160502
oro160503		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Brown Lane Hollis NH	not collected	sample	oro160503
oro160505		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Brown Lane Hollis NH	not collected	sample	oro160505
oro160506		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Brown Lane Hollis NH	not collected	sample	oro160506
oro160507		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Brown Lane Hollis NH	not collected	sample	oro160507
oro160508		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160508
oro160509		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160509
oro160510		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160510
oro160511		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160511
oro160512		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160512
oro160513		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160513
oro160514		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160514
oro160515		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160515
oro160516		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160516
oro160517		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160517
oro160518		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160518
oro160519		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Brown Lane Hollis NH	not collected	sample	oro160519
oro160520		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160520
oro160521		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160521
oro160522		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160522
oro160523		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160523
oro160524		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160524
oro160525		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160525
oro160526		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160526
oro160527		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160527
oro160528		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160528
oro160529		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160529
oro160530		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160530
oro160531		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Brown Lane Hollis NH	not collected	sample	oro160531
oro160534		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160534
oro160535		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160535
oro160536		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160536
oro160537		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160537
oro160538		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160538
oro160539		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160539
oro160540		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160540
oro160541		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160541
oro160542		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160542
oro160543		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160543
oro160544		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160544
oro160545		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Maple Hill Hollis NH	not collected	sample	oro160545
oro160546		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160546
oro160547		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160547
oro160548		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160548
oro160550		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160550
oro160551		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160551
oro160552		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160552
oro160553		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160553
oro160554		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160554
oro160555		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160555
oro160556		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160556
oro160557		PRJNA518082	not collected		feces metagenome	2016-04-29	USA: Brown Lane Hollis NH	not collected	sample	oro160557
oro160558		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160558
oro160559		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160559
oro160560		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160560
oro160561		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160561
oro160562		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160562
oro160563		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160563
oro160564		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160564
oro160565		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160565
oro160566		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160566
oro160567		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160567
oro160568		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160568
oro160569		PRJNA518082	not collected		feces metagenome	2016-05-09	USA: Maple Hill Hollis NH	not collected	sample	oro160569
oro160570		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160570
oro160571		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160571
oro160572		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160572
oro160573		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160573
oro160574		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160574
oro160575		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160575
oro160576		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160576
oro160577		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160577
oro160578		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160578
oro160579		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160579
oro160580		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160580
oro160581		PRJNA518082	not collected		feces metagenome	2016-05-15	USA: Maple Hill Hollis NH	not collected	sample	oro160581
oro160584		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160584
oro160585		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160585
oro160586		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160586
oro160587		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160587
oro160588		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160588
oro160589		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160589
oro160590		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160590
oro160591		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160591
oro160592		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160592
oro160593		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160593
oro160594		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160594
oro160595		PRJNA518082	not collected		feces metagenome	2016-05-20	USA: Maple Hill Hollis NH	not collected	sample	oro160595
oro160596		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160596
oro160597		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160597
oro160598		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160598
oro160599		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160599
oro160600		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160600
oro160601		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160601
oro160603		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160603
oro160604		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160604
oro160605		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160605
oro160606		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160606
oro160607		PRJNA518082	not collected		feces metagenome	2015-05-26	USA: Maple Hill Hollis NH	not collected	sample	oro160607
oro160608		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160608
oro160609		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160609
oro160610		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160610
oro160611		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160611
oro160612		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160612
oro160613		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160613
oro160614		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160614
oro160615		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160615
oro160616		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160616
oro160617		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160617
oro160618		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160618
oro160619		PRJNA518082	not collected		feces metagenome	2016-06-04	USA: Maple Hill Hollis NH	not collected	sample	oro160619
oro160620		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Maple Hill Hollis NH	not collected	sample	oro160620
oro160621		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Maple Hill Hollis NH	not collected	sample	oro160621
oro160622		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Maple Hill Hollis NH	not collected	sample	oro160622
oro160623		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Maple Hill Hollis NH	not collected	sample	oro160623
oro160624		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Maple Hill Hollis NH	not collected	sample	oro160624
oro160625		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Maple Hill Hollis NH	not collected	sample	oro160625
oro160626		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Maple Hill Hollis NH	not collected	sample	oro160626
oro160627		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Maple Hill Hollis NH	not collected	sample	oro160627
oro160628		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Maple Hill Hollis NH	not collected	sample	oro160628
oro160629		PRJNA518082	not collected		feces metagenome	2016-06-10	USA: Maple Hill Hollis NH	not collected	sample	oro160629
oro160634		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160634
oro160635		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160635
oro160636		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160636
oro160637		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160637
oro160638		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160638
oro160639		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160639
oro160640		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160640
oro160641		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160641
oro160642		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160642
oro160643		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160643
oro160645		PRJNA518082	not collected		feces metagenome	2016-06-18	USA: Maple Hill Hollis NH	not collected	sample	oro160645
oro160646		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160646
oro160647		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160647
oro160648		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160648
oro160649		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160649
oro160650		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160650
oro160651		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160651
oro160652		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160652
oro160653		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160653
oro160654		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160654
oro160655		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160655
oro160657		PRJNA518082	not collected		feces metagenome	2016-06-25	USA: Maple Hill Hollis NH	not collected	sample	oro160657
oro160658		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160658
oro160659		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160659
oro160660		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160660
oro160661		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160661
oro160662		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160662
oro160663		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160663
oro160664		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160664
oro160665		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160665
oro160666		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160666
oro160668		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160668
oro160669		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Maple Hill Hollis NH	not collected	sample	oro160669
oro160670		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Maple Hill Hollis NH	not collected	sample	oro160670
oro160671		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Maple Hill Hollis NH	not collected	sample	oro160671
oro160672		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Maple Hill Hollis NH	not collected	sample	oro160672
oro160673		PRJNA518082	not collected		feces metagenome	2016-07-09	USA: Maple Hill Hollis NH	not collected	sample	oro160673
