Sample Name	Sample title	BioProject Accession	Organism	host	isolation source	collection date	geographic location	latitude and longitude	Sample type	Isolate
oro160447		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Brown Lane Hollis NH	not collected	sample	oro160447
oro160448		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Brown Lane Hollis NH	not collected	sample	oro160448
oro160449		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Brown Lane Hollis NH	not collected	sample	oro160449
oro160450		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Brown Lane Hollis NH	not collected	sample	oro160450
oro160451		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Brown Lane Hollis NH	not collected	sample	oro160451
oro160452		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Brown Lane Hollis NH	not collected	sample	oro160452
oro160453		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Brown Lane Hollis NH	not collected	sample	oro160453
oro160454		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Brown Lane Hollis NH	not collected	sample	oro160454
oro160455		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Brown Lane Hollis NH	not collected	sample	oro160455
oro160456		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Brown Lane Hollis NH	not collected	sample	oro160456
