Sample Name,Sample title,BioProject accession,Organism,host,isolation source,collection date,geographic location,latitude and longitude,library,sample type,isolate
oro163457,oro163457,PRJNA518082,not collected,not collected,feces metagenome,2016-08-10,USA: Alstead NH,not applicable,libC,sample,oro163457
oro163458,oro163458,PRJNA518082,not collected,not collected,feces metagenome,2016-08-10,USA: Alstead NH,not applicable,libC,sample,oro163458
oro163459,oro163459,PRJNA518082,not collected,not collected,feces metagenome,2016-08-10,USA: Alstead NH,not applicable,libC,sample,oro163459
oro163460,oro163460,PRJNA518082,not collected,not collected,feces metagenome,2016-08-10,USA: Alstead NH,not applicable,libC,sample,oro163460
oro163461,oro163461,PRJNA518082,not collected,not collected,feces metagenome,2016-08-10,USA: Alstead NH,not applicable,libC,sample,oro163461
oro163462,oro163462,PRJNA518082,not collected,not collected,feces metagenome,2016-08-10,USA: Alstead NH,not applicable,libC,sample,oro163462
oro163464,oro163464,PRJNA518082,not collected,not collected,feces metagenome,2016-08-17,USA: Alstead NH,not applicable,libC,sample,oro163464
oro163465,oro163465,PRJNA518082,not collected,not collected,feces metagenome,2016-08-17,USA: Alstead NH,not applicable,libC,sample,oro163465
oro163467,oro163467,PRJNA518082,not collected,not collected,feces metagenome,2016-08-17,USA: Alstead NH,not applicable,libC,sample,oro163467
oro163468,oro163468,PRJNA518082,not collected,not collected,feces metagenome,2016-08-17,USA: Alstead NH,not applicable,libC,sample,oro163468
oro163469,oro163469,PRJNA518082,not collected,not collected,feces metagenome,2016-08-17,USA: Alstead NH,not applicable,libC,sample,oro163469
oro163470,oro163470,PRJNA518082,not collected,not collected,feces metagenome,2016-08-17,USA: Alstead NH,not applicable,libC,sample,oro163470
oro163471,oro163471,PRJNA518082,not collected,not collected,feces metagenome,2016-08-17,USA: Alstead NH,not applicable,libC,sample,oro163471
oro163472,oro163472,PRJNA518082,not collected,not collected,feces metagenome,2016-08-17,USA: Alstead NH,not applicable,libC,sample,oro163472
oro163473,oro163473,PRJNA518082,not collected,not collected,feces metagenome,2016-08-17,USA: Alstead NH,not applicable,libC,sample,oro163473
oro163475,oro163475,PRJNA518082,not collected,not collected,feces metagenome,2016-08-17,USA: Alstead NH,not applicable,libC,sample,oro163475
oro163479,oro163479,PRJNA518082,not collected,not collected,feces metagenome,2016-08-25,USA: Alstead NH,not applicable,libC,sample,oro163479
oro163480,oro163480,PRJNA518082,not collected,not collected,feces metagenome,2016-08-25,USA: Alstead NH,not applicable,libC,sample,oro163480
oro163481,oro163481,PRJNA518082,not collected,not collected,feces metagenome,2016-08-25,USA: Alstead NH,not applicable,libC,sample,oro163481
oro163482,oro163482,PRJNA518082,not collected,not collected,feces metagenome,2016-08-25,USA: Alstead NH,not applicable,libC,sample,oro163482
oro163483,oro163483,PRJNA518082,not collected,not collected,feces metagenome,2016-08-25,USA: Alstead NH,not applicable,libC,sample,oro163483
oro163484,oro163484,PRJNA518082,not collected,not collected,feces metagenome,2016-08-25,USA: Alstead NH,not applicable,libC,sample,oro163484
oro163485,oro163485,PRJNA518082,not collected,not collected,feces metagenome,2016-08-25,USA: Alstead NH,not applicable,libC,sample,oro163485
oro163486,oro163486,PRJNA518082,not collected,not collected,feces metagenome,2016-08-25,USA: Alstead NH,not applicable,libC,sample,oro163486
oro163488,oro163488,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163488
oro163489,oro163489,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163489
oro163490,oro163490,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163490
oro163491,oro163491,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163491
oro163492,oro163492,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163492
oro163493,oro163493,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163493
oro163494,oro163494,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163494
oro163495,oro163495,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163495
oro163496,oro163496,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163496
oro163497,oro163497,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163497
oro163498,oro163498,PRJNA518082,not collected,not collected,feces metagenome,2016-09-01,USA: Alstead NH,not applicable,libC,sample,oro163498
negoro34A01,negoro34A01,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro34A01
negoro34B02,negoro34B02,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro34B02
negoro34D04,negoro34D04,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro34D04
negoro34E05,negoro34E05,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro34E05
negoro34F06,negoro34F06,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro34F06
negoro34G07,negoro34G07,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro34G07
negoro34H08,negoro34H08,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro34H08
oro163500,oro163500,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163500
oro163501,oro163501,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163501
oro163502,oro163502,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163502
oro163503,oro163503,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163503
oro163504,oro163504,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163504
oro163506,oro163506,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163506
oro163507,oro163507,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163507
oro163508,oro163508,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163508
oro163509,oro163509,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163509
oro163510,oro163510,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163510
oro163511,oro163511,PRJNA518082,not collected,not collected,feces metagenome,2016-09-07,USA: Alstead NH,not applicable,libC,sample,oro163511
oro163512,oro163512,PRJNA518082,not collected,not collected,feces metagenome,2016-09-14,USA: Alstead NH,not applicable,libC,sample,oro163512
oro163513,oro163513,PRJNA518082,not collected,not collected,feces metagenome,2016-09-14,USA: Alstead NH,not applicable,libC,sample,oro163513
oro163514,oro163514,PRJNA518082,not collected,not collected,feces metagenome,2016-09-14,USA: Alstead NH,not applicable,libC,sample,oro163514
oro163515,oro163515,PRJNA518082,not collected,not collected,feces metagenome,2016-09-14,USA: Alstead NH,not applicable,libC,sample,oro163515
oro163516,oro163516,PRJNA518082,not collected,not collected,feces metagenome,2016-09-14,USA: Alstead NH,not applicable,libC,sample,oro163516
oro163517,oro163517,PRJNA518082,not collected,not collected,feces metagenome,2016-09-14,USA: Alstead NH,not applicable,libC,sample,oro163517
oro163518,oro163518,PRJNA518082,not collected,not collected,feces metagenome,2016-09-14,USA: Alstead NH,not applicable,libC,sample,oro163518
oro163519,oro163519,PRJNA518082,not collected,not collected,feces metagenome,2016-09-14,USA: Alstead NH,not applicable,libC,sample,oro163519
oro163522,oro163522,PRJNA518082,not collected,not collected,feces metagenome,2016-09-14,USA: Alstead NH,not applicable,libC,sample,oro163522
oro163524,oro163524,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Alstead NH,not applicable,libC,sample,oro163524
oro163525,oro163525,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Alstead NH,not applicable,libC,sample,oro163525
oro163526,oro163526,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Alstead NH,not applicable,libC,sample,oro163526
oro163527,oro163527,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Alstead NH,not applicable,libC,sample,oro163527
oro163528,oro163528,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Alstead NH,not applicable,libC,sample,oro163528
oro163529,oro163529,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Alstead NH,not applicable,libC,sample,oro163529
oro163530,oro163530,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Alstead NH,not applicable,libC,sample,oro163530
oro163531,oro163531,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Alstead NH,not applicable,libC,sample,oro163531
oro163533,oro163533,PRJNA518082,not collected,not collected,feces metagenome,2016-09-21,USA: Alstead NH,not applicable,libC,sample,oro163533
oro163537,oro163537,PRJNA518082,not collected,not collected,feces metagenome,2016-07-31,USA: Massabesic NH,not applicable,libC,sample,oro163537
oro163538,oro163538,PRJNA518082,not collected,not collected,feces metagenome,2016-07-31,USA: Massabesic NH,not applicable,libC,sample,oro163538
oro163539,oro163539,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163539
oro163540,oro163540,PRJNA518082,not collected,not collected,feces metagenome,2016-07-31,USA: Massabesic NH,not applicable,libC,sample,oro163540
oro163541,oro163541,PRJNA518082,not collected,not collected,feces metagenome,2016-07-31,USA: Massabesic NH,not applicable,libC,sample,oro163541
oro163543,oro163543,PRJNA518082,not collected,not collected,feces metagenome,2016-07-31,USA: Massabesic NH,not applicable,libC,sample,oro163543
oro163544,oro163544,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163544
oro163545,oro163545,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163545
oro163546,oro163546,PRJNA518082,not collected,not collected,feces metagenome,2016-07-31,USA: Massabesic NH,not applicable,libC,sample,oro163546
oro163547,oro163547,PRJNA518082,not collected,not collected,feces metagenome,2016-07-31,USA: Massabesic NH,not applicable,libC,sample,oro163547
oro163549,oro163549,PRJNA518082,not collected,not collected,feces metagenome,2016-07-31,USA: Massabesic NH,not applicable,libC,sample,oro163549
oro163550,oro163550,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163550
oro163552,oro163552,PRJNA518082,not collected,not collected,feces metagenome,2016-07-31,USA: Massabesic NH,not applicable,libC,sample,oro163552
oro163553,oro163553,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro163553
oro163554,oro163554,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro163554
oro163555,oro163555,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro163555
oro163557,oro163557,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163557
oro163558,oro163558,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro163558
oro163559,oro163559,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro163559
oro163560,oro163560,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro163560
oro163561,oro163561,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163561
oro163562,oro163562,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163562
oro163563,oro163563,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163563
oro163565,oro163565,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro163565
oro163566,oro163566,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro163566
oro163567,oro163567,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163567
oro163568,oro163568,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163568
oro163569,oro163569,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163569
oro163570,oro163570,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163570
oro163571,oro163571,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163571
oro163572a,oro163572a,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro163572a
oro163573,oro163573,PRJNA518082,not collected,not collected,feces metagenome,2016-08-30,USA: Massabesic NH,not applicable,libC,sample,oro163573
oro163575,oro163575,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163575
oro163576,oro163576,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163576
oro163577,oro163577,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163577
oro163578,oro163578,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163578
oro163579,oro163579,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163579
oro163580,oro163580,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163580
oro163581,oro163581,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163581
oro163582,oro163582,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163582
oro163583,oro163583,PRJNA518082,not collected,not collected,feces metagenome,2016-07-23,USA: Massabesic NH,not applicable,libC,sample,oro163583
negoro35A01,negoro35A01,PRJNA518082,not collected,not collected,feces metagenome,not applicable,USA: ncontrol,not applicable,libC,contaminant,negoro35A01
negoro35D03,negoro35D03,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro35D03
negoro35D04,negoro35D04,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro35D04
negoro35F06,negoro35F06,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro35F06
negoro37B02,negoro37B02,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro37B02
negoro37F08,negoro37F08,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro37F08
negoro38A01,negoro38A01,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro38A01
negoro38B02,negoro38B02,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro38B02
negoro38D04,negoro38D04,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro38D04
negoro38E05,negoro38E05,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro38E05
negoro38F06,negoro38F06,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro38F06
negoro38G07,negoro38G07,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro38G07
oro163960,oro163960,PRJNA518082,not collected,not collected,feces metagenome,2016-08-03,USA: Holderness NH,not applicable,libB,sample,oro163960
oro163962,oro163962,PRJNA518082,not collected,not collected,feces metagenome,2016-08-03,USA: Holderness NH,not applicable,libB,sample,oro163962
oro163972,oro163972,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163972
oro163973,oro163973,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163973
oro163974,oro163974,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163974
oro163975,oro163975,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163975
oro163976,oro163976,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163976
oro163977,oro163977,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163977
oro163978,oro163978,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163978
oro163979,oro163979,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163979
oro163981,oro163981,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163981
oro163982,oro163982,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163982
oro163983,oro163983,PRJNA518082,not collected,not collected,feces metagenome,2016-07-27,USA: Holderness NH,not applicable,libB,sample,oro163983
negoro39A01,negoro39A01,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro39A01
negoro39B02,negoro39B02,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro39B02
negoro39D04,negoro39D04,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro39D04
negoro39E05,negoro39E05,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro39E05
negoro39F06,negoro39F06,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro39F06
oro164022,oro164022,PRJNA518082,not collected,not collected,feces metagenome,2016-08-21,USA: Hopkinton NH,not applicable,libC,sample,oro164022
oro164023,oro164023,PRJNA518082,not collected,not collected,feces metagenome,2016-08-21,USA: Hopkinton NH,not applicable,libC,sample,oro164023
oro164024,oro164024,PRJNA518082,not collected,not collected,feces metagenome,2016-08-21,USA: Hopkinton NH,not applicable,libC,sample,oro164024
oro164025,oro164025,PRJNA518082,not collected,not collected,feces metagenome,2016-08-21,USA: Hopkinton NH,not applicable,libC,sample,oro164025
oro164026,oro164026,PRJNA518082,not collected,not collected,feces metagenome,2016-08-21,USA: Hopkinton NH,not applicable,libC,sample,oro164026
oro164027,oro164027,PRJNA518082,not collected,not collected,feces metagenome,2016-08-21,USA: Hopkinton NH,not applicable,libC,sample,oro164027
oro164029,oro164029,PRJNA518082,not collected,not collected,feces metagenome,2016-08-21,USA: Hopkinton NH,not applicable,libC,sample,oro164029
oro164030,oro164030,PRJNA518082,not collected,not collected,feces metagenome,2016-08-21,USA: Hopkinton NH,not applicable,libC,sample,oro164030
oro164031,oro164031,PRJNA518082,not collected,not collected,feces metagenome,2016-08-21,USA: Hopkinton NH,not applicable,libC,sample,oro164031
oro164034,oro164034,PRJNA518082,not collected,not collected,feces metagenome,2016-08-28,USA: Hopkinton NH,not applicable,libC,sample,oro164034
oro164035,oro164035,PRJNA518082,not collected,not collected,feces metagenome,2016-08-28,USA: Hopkinton NH,not applicable,libC,sample,oro164035
oro164036,oro164036,PRJNA518082,not collected,not collected,feces metagenome,2016-08-28,USA: Hopkinton NH,not applicable,libC,sample,oro164036
oro164037,oro164037,PRJNA518082,not collected,not collected,feces metagenome,2016-08-28,USA: Hopkinton NH,not applicable,libC,sample,oro164037
oro164038,oro164038,PRJNA518082,not collected,not collected,feces metagenome,2016-08-28,USA: Hopkinton NH,not applicable,libC,sample,oro164038
oro164039,oro164039,PRJNA518082,not collected,not collected,feces metagenome,2016-08-28,USA: Hopkinton NH,not applicable,libC,sample,oro164039
oro164040,oro164040,PRJNA518082,not collected,not collected,feces metagenome,2016-08-28,USA: Hopkinton NH,not applicable,libC,sample,oro164040
oro164041,oro164041,PRJNA518082,not collected,not collected,feces metagenome,2016-08-28,USA: Hopkinton NH,not applicable,libC,sample,oro164041
oro164042,oro164042,PRJNA518082,not collected,not collected,feces metagenome,2016-08-28,USA: Hopkinton NH,not applicable,libC,sample,oro164042
oro164045,oro164045,PRJNA518082,not collected,not collected,feces metagenome,2016-08-28,USA: Hopkinton NH,not applicable,libC,sample,oro164045
oro164046,oro164046,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Hopkinton NH,not applicable,libC,sample,oro164046
oro164047,oro164047,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Hopkinton NH,not applicable,libC,sample,oro164047
oro164049,oro164049,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Hopkinton NH,not applicable,libC,sample,oro164049
oro164050,oro164050,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Hopkinton NH,not applicable,libC,sample,oro164050
oro164053,oro164053,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Hopkinton NH,not applicable,libC,sample,oro164053
oro164055,oro164055,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Hopkinton NH,not applicable,libC,sample,oro164055
oro164056,oro164056,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Hopkinton NH,not applicable,libC,sample,oro164056
oro164057,oro164057,PRJNA518082,not collected,not collected,feces metagenome,2016-09-06,USA: Hopkinton NH,not applicable,libC,sample,oro164057
oro164058,oro164058,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164058
oro164059,oro164059,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164059
oro164060,oro164060,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164060
oro164061,oro164061,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164061
oro164062,oro164062,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164062
oro164063,oro164063,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164063
oro164064,oro164064,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164064
oro164065,oro164065,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164065
oro164066,oro164066,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164066
oro164068,oro164068,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164068
oro164070,oro164070,PRJNA518082,not collected,not collected,feces metagenome,2016-09-12,USA: Hopkinton NH,not applicable,libC,sample,oro164070
oro164071,oro164071,PRJNA518082,not collected,not collected,feces metagenome,2016-09-18,USA: Hopkinton NH,not applicable,libC,sample,oro164071
oro164072,oro164072,PRJNA518082,not collected,not collected,feces metagenome,2016-09-18,USA: Hopkinton NH,not applicable,libC,sample,oro164072
oro164073,oro164073,PRJNA518082,not collected,not collected,feces metagenome,2016-09-18,USA: Hopkinton NH,not applicable,libC,sample,oro164073
oro164075,oro164075,PRJNA518082,not collected,not collected,feces metagenome,2016-09-18,USA: Hopkinton NH,not applicable,libC,sample,oro164075
oro164076,oro164076,PRJNA518082,not collected,not collected,feces metagenome,2016-09-18,USA: Hopkinton NH,not applicable,libC,sample,oro164076
oro164077,oro164077,PRJNA518082,not collected,not collected,feces metagenome,2016-09-18,USA: Hopkinton NH,not applicable,libC,sample,oro164077
oro164078,oro164078,PRJNA518082,not collected,not collected,feces metagenome,2016-09-18,USA: Hopkinton NH,not applicable,libC,sample,oro164078
oro164079,oro164079,PRJNA518082,not collected,not collected,feces metagenome,2016-09-18,USA: Hopkinton NH,not applicable,libC,sample,oro164079
oro164082,oro164082,PRJNA518082,not collected,not collected,feces metagenome,2016-09-18,USA: Hopkinton NH,not applicable,libC,sample,oro164082
oro164083,oro164083,PRJNA518082,not collected,not collected,feces metagenome,2016-09-18,USA: Hopkinton NH,not applicable,libC,sample,oro164083
negoro40B02,negoro40B02,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro40B02
negoro40C03,negoro40C03,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro40C03
negoro40D04,negoro40D04,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro40D04
negoro40E05,negoro40E05,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro40E05
negoro40F06,negoro40F06,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro40F06
negoro40G07,negoro40G07,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro40G07
negoro40H08,negoro40H08,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro40H08
negoro40H09,negoro40H09,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro40H09
negoro40H10,negoro40H10,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro40H10
negoro40H11,negoro40H11,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libD,ncontrol,negoro40H11
oro164234,oro164234,PRJNA518082,not collected,not collected,feces metagenome,2016-09-03,USA: Chichester NH,not applicable,libD,sample,oro164234
oro164235,oro164235,PRJNA518082,not collected,not collected,feces metagenome,2016-09-03,USA: Chichester NH,not applicable,libD,sample,oro164235
oro164236,oro164236,PRJNA518082,not collected,not collected,feces metagenome,2016-09-03,USA: Chichester NH,not applicable,libD,sample,oro164236
oro164239,oro164239,PRJNA518082,not collected,not collected,feces metagenome,2016-09-03,USA: Chichester NH,not applicable,libD,sample,oro164239
oro164240,oro164240,PRJNA518082,not collected,not collected,feces metagenome,2016-09-03,USA: Chichester NH,not applicable,libD,sample,oro164240
oro164241,oro164241,PRJNA518082,not collected,not collected,feces metagenome,2016-09-03,USA: Chichester NH,not applicable,libD,sample,oro164241
oro164242,oro164242,PRJNA518082,not collected,not collected,feces metagenome,2016-09-03,USA: Chichester NH,not applicable,libD,sample,oro164242
oro164243,oro164243,PRJNA518082,not collected,not collected,feces metagenome,2016-09-03,USA: Chichester NH,not applicable,libD,sample,oro164243
