Sample Name	Sample title	BioProject Accession	Organism	host	isolation source	collection date	geographic location	latitude and longitude	Sample type	Isolate
oro161691		PRJNA518082	not collected		feces metagenome	2016-05-25	USA: Holderness NH	not collected	sample	oro161691
oro161693		PRJNA518082	not collected		feces metagenome	2016-05-25	USA: Holderness NH	not collected	sample	oro161693
oro161694		PRJNA518082	not collected		feces metagenome	2016-05-25	USA: Holderness NH	not collected	sample	oro161694
oro161695		PRJNA518082	not collected		feces metagenome	2016-05-25	USA: Holderness NH	not collected	sample	oro161695
oro161696		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161696
oro161699		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161699
oro161700		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161700
oro161701		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161701
oro161702		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161702
oro161703		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161703
oro161704		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161704
oro161705		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161705
oro161706		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161706
oro161707		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161707
oro161708		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161708
oro161709		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161709
oro161710		PRJNA518082	not collected		feces metagenome	2016-05-11	USA: Holderness NH	not collected	sample	oro161710
oro161711		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161711
oro161712		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161712
oro161713		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161713
oro161714		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161714
oro161715		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161715
oro161716		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161716
oro161717		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161717
oro161718		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161718
oro161719		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161719
oro161720		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161720
oro161721		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161721
oro161722		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161722
oro161723		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161723
oro161724		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161724
oro161725		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161725
oro161726		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161726
oro161727		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161727
oro161728		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161728
oro161729		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161729
oro161730		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161730
oro161731		PRJNA518082	not collected		feces metagenome	2016-05-04	USA: Holderness NH	not collected	sample	oro161731
oro161732		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161732
oro161733		PRJNA518082	not collected		feces metagenome	2016-05-18	USA: Holderness NH	not collected	sample	oro161733
oro161784		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161784
oro161785		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161785
oro161786		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161786
oro161787		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161787
oro161788		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161788
oro161789		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161789
oro161790		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161790
oro161791		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161791
oro161792		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161792
oro161793		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161793
oro161794		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161794
oro161795		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Chichester NH	not collected	sample	oro161795
oro161796		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161796
oro161797		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161797
oro161798		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161798
oro161799		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161799
oro161800		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161800
oro161801		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161801
oro161802		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161802
oro161803		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161803
oro161804		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161804
oro161805		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161805
oro161807		PRJNA518082	not collected		feces metagenome	2016-06-17	USA: Chichester NH	not collected	sample	oro161807
oro161808		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161808
oro161809		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161809
oro161810		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161810
oro161811		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161811
oro161812		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161812
oro161813		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161813
oro161814		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161814
oro161815		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161815
oro161816		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161816
oro161817		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161817
oro161818		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161818
oro161819		PRJNA518082	not collected		feces metagenome	2016-06-24	USA: Chichester NH	not collected	sample	oro161819
oro161820		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161820
oro161821		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161821
oro161822		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161822
oro161823		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161823
oro161824		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161824
oro161825		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161825
oro161826		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161826
oro161827		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161827
oro161828		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161828
oro161829		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161829
oro161830		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161830
oro161831		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Chichester NH	not collected	sample	oro161831
oro161832		PRJNA518082	not collected		feces metagenome	2016-07-06	USA: Chichester NH	not collected	sample	oro161832
oro161833		PRJNA518082	not collected		feces metagenome	2016-07-06	USA: Chichester NH	not collected	sample	oro161833
oro161884		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161884
oro161885		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161885
oro161886		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161886
oro161887		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161887
oro161888		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161888
oro161889		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161889
oro161890		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161890
oro161891		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161891
oro161892		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161892
oro161893		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161893
oro161894		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161894
oro161895		PRJNA518082	not collected		feces metagenome	2016-06-22	USA: Holderness NH	not collected	sample	oro161895
oro161896		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161896
oro161897		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161897
oro161898		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161898
oro161899		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161899
oro161900		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161900
oro161901		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161901
oro161902		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161902
oro161903		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161903
oro161904		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161904
oro161905		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161905
oro161906		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161906
oro161907		PRJNA518082	not collected		feces metagenome	2016-06-15	USA: Holderness NH	not collected	sample	oro161907
oro161908		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161908
oro161909		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161909
oro161910		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161910
oro161911		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161911
oro161912		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161912
oro161913		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161913
oro161914		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161914
oro161915		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161915
oro161916		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161916
oro161917		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161917
oro161918		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161918
oro161919		PRJNA518082	not collected		feces metagenome	2016-06-08	USA: Holderness NH	not collected	sample	oro161919
oro161920		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161920
oro161921		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161921
oro161923		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161923
oro161924		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161924
oro161925		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161925
oro161926		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161926
oro161927		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161927
oro161928		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161928
oro161929		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161929
oro161930		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161930
oro161931		PRJNA518082	not collected		feces metagenome	2016-06-01	USA: Holderness NH	not collected	sample	oro161931
oro162057		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Massabesic NH	not collected	sample	oro162057
oro162062		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Massabesic NH	not collected	sample	oro162062
oro162067		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Massabesic NH	not collected	sample	oro162067
oro162068		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Massabesic NH	not collected	sample	oro162068
oro162071		PRJNA518082	not collected		feces metagenome	2016-07-03	USA: Massabesic NH	not collected	sample	oro162071
oro162184		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162184
oro162185		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162185
oro162186		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162186
oro162187		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162187
oro162188		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162188
oro162189		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162189
oro162190		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162190
oro162191		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162191
oro162193		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162193
oro162194		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162194
oro162195		PRJNA518082	not collected		feces metagenome	2016-04-14	USA: Fox State Forest NH	not collected	sample	oro162195
oro162196		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162196
oro162197		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162197
oro162198		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162198
oro162199		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162199
oro162200		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162200
oro162201		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162201
oro162202		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162202
oro162203		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162203
oro162204		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162204
oro162205		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162205
oro162206		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162206
oro162207		PRJNA518082	not collected		feces metagenome	2016-04-22	USA: Fox State Forest NH	not collected	sample	oro162207
oro162208		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162208
oro162209		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162209
oro162210		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162210
oro162211		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162211
oro162212		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162212
oro162213		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162213
oro162214		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162214
oro162215		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162215
oro162216		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162216
oro162217		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162217
oro162218		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162218
oro162219		PRJNA518082	not collected		feces metagenome	2016-04-28	USA: Fox State Forest NH	not collected	sample	oro162219
oro162220		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162220
oro162221		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162221
oro162222		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162222
oro162224		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162224
oro162225		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162225
oro162226		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162226
oro162227		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162227
oro162228		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162228
oro162229		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162229
oro162230		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162230
oro162231		PRJNA518082	not collected		feces metagenome	2016-04-07	USA: Fox State Forest NH	not collected	sample	oro162231
oro162232		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162232
oro162233		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162233
oro162234		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162234
oro162235		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162235
oro162236		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162236
oro162237		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162237
oro162238		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162238
oro162239		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162239
oro162240		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162240
oro162241		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162241
oro162242		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162242
oro162243		PRJNA518082	not collected		feces metagenome	2016-05-12	USA: Fox State Forest NH	not collected	sample	oro162243
oro162244		PRJNA518082	not collected		feces metagenome	2016-05-19	USA: Fox State Forest NH	not collected	sample	oro162244
oro162245		PRJNA518082	not collected		feces metagenome	2016-05-19	USA: Fox State Forest NH	not collected	sample	oro162245
oro162248		PRJNA518082	not collected		feces metagenome	2016-05-19	USA: Fox State Forest NH	not collected	sample	oro162248
oro162250		PRJNA518082	not collected		feces metagenome	2016-05-19	USA: Fox State Forest NH	not collected	sample	oro162250
oro162251		PRJNA518082	not collected		feces metagenome	2016-05-19	USA: Fox State Forest NH	not collected	sample	oro162251
oro162252		PRJNA518082	not collected		feces metagenome	2016-05-19	USA: Fox State Forest NH	not collected	sample	oro162252
oro162253		PRJNA518082	not collected		feces metagenome	2016-05-19	USA: Fox State Forest NH	not collected	sample	oro162253
oro162254		PRJNA518082	not collected		feces metagenome	2016-05-19	USA: Fox State Forest NH	not collected	sample	oro162254
oro162256		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162256
oro162257		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162257
oro162258		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162258
oro162259		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162259
oro162260		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162260
oro162261		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162261
oro162262		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162262
oro162263		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162263
oro162264		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162264
oro162265		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162265
oro162266		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162266
oro162267		PRJNA518082	not collected		feces metagenome	2016-05-26	USA: Fox State Forest NH	not collected	sample	oro162267
oro162268		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162268
oro162269		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162269
oro162270		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162270
oro162271		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162271
oro162272		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162272
oro162273		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162273
oro162274		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162274
oro162275		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162275
oro162276		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162276
oro162277		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162277
oro162278		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162278
oro162279		PRJNA518082	not collected		feces metagenome	2016-06-02	USA: Fox State Forest NH	not collected	sample	oro162279
oro162280		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Fox State Forest NH	not collected	sample	oro162280
oro162281		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Fox State Forest NH	not collected	sample	oro162281
oro162282		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Fox State Forest NH	not collected	sample	oro162282
oro162283		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Fox State Forest NH	not collected	sample	oro162283
oro162380		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Fox State Forest NH	not collected	sample	oro162380
oro162381		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Fox State Forest NH	not collected	sample	oro162381
oro162382		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Fox State Forest NH	not collected	sample	oro162382
oro162383		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Fox State Forest NH	not collected	sample	oro162383
oro163084		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163084
oro163085		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163085
oro163086		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163086
oro163087		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163087
oro163088		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163088
oro163089		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163089
oro163090		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163090
oro163091		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163091
oro163092		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163092
oro163093		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163093
oro163094		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163094
oro163095		PRJNA518082	not collected		feces metagenome	2016-06-09	USA: Mount Vernon NH	not collected	sample	oro163095
oro163097		PRJNA518082	not collected		feces metagenome	2016-06-16	USA: Mount Vernon NH	not collected	sample	oro163097
oro163098		PRJNA518082	not collected		feces metagenome	2016-06-16	USA: Mount Vernon NH	not collected	sample	oro163098
oro163099		PRJNA518082	not collected		feces metagenome	2016-06-16	USA: Mount Vernon NH	not collected	sample	oro163099
oro163100		PRJNA518082	not collected		feces metagenome	2016-06-16	USA: Mount Vernon NH	not collected	sample	oro163100
oro163101		PRJNA518082	not collected		feces metagenome	2016-06-16	USA: Mount Vernon NH	not collected	sample	oro163101
