Sample Name	Sample title	BioProject Accession	Organism	host	isolation source	collection date	geographic location	latitude and longitude	Sample type	Isolate
oro162944		PRJNA518082	not collected		feces metagenome	2016-08-06	USA: Fairfield ME	not collected	sample	oro162944
oro162951		PRJNA518082	not collected		feces metagenome	2016-08-06	USA: Fairfield ME	not collected	sample	oro162951
oro162955		PRJNA518082	not collected		feces metagenome	2016-08-27	USA: Fairfield ME	not collected	sample	oro162955
oro162956		PRJNA518082	not collected		feces metagenome	2016-08-06	USA: Fairfield ME	not collected	sample	oro162956
oro162962		PRJNA518082	not collected		feces metagenome	2016-08-27	USA: Fairfield ME	not collected	sample	oro162962
oro162963		PRJNA518082	not collected		feces metagenome	2016-08-06	USA: Fairfield ME	not collected	sample	oro162963
oro162967		PRJNA518082	not collected		feces metagenome	2016-08-27	USA: Fairfield ME	not collected	sample	oro162967
oro162968		PRJNA518082	not collected		feces metagenome	2016-08-06	USA: Fairfield ME	not collected	sample	oro162968
oro162969		PRJNA518082	not collected		feces metagenome	2016-08-06	USA: Fairfield ME	not collected	sample	oro162969
oro162974		PRJNA518082	not collected		feces metagenome	2016-08-27	USA: Fairfield ME	not collected	sample	oro162974
oro162975		PRJNA518082	not collected		feces metagenome	2016-08-27	USA: Fairfield ME	not collected	sample	oro162975
oro162980		PRJNA518082	not collected		feces metagenome	2016-08-06	USA: Fairfield ME	not collected	sample	oro162980
oro162981		PRJNA518082	not collected		feces metagenome	2016-08-06	USA: Fairfield ME	not collected	sample	oro162981
negoro30B02		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro30B02
negoro30D04		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro30D04
negoro30E05		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro30E05
negoro30G07		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro30G07
oro163151mas		PRJNA518082	not collected		feces metagenome	2016-08-01	USA: Massabesic NH	not collected	sample	oro163151mas
oro163192		PRJNA518082	not collected		feces metagenome	2016-10-04	USA: Massabesic NH	not collected	sample	oro163192
oro163194		PRJNA518082	not collected		feces metagenome	2016-10-04	USA: Massabesic NH	not collected	sample	oro163194
oro163195		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163195
oro163196		PRJNA518082	not collected		feces metagenome	2016-10-14	USA: Massabesic NH	not collected	sample	oro163196
oro163197		PRJNA518082	not collected		feces metagenome	2016-10-14	USA: Massabesic NH	not collected	sample	oro163197
negoro31A01		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro31A01
negoro31B02		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro31B02
negoro31D04		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro31D04
negoro31G07		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro31G07
oro163201		PRJNA518082	not collected		feces metagenome	2016-10-04	USA: Massabesic NH	not collected	sample	oro163201
oro163202		PRJNA518082	not collected		feces metagenome	2016-10-14	USA: Massabesic NH	not collected	sample	oro163202
oro163203		PRJNA518082	not collected		feces metagenome	2016-10-14	USA: Massabesic NH	not collected	sample	oro163203
oro163204		PRJNA518082	not collected		feces metagenome	2016-10-04	USA: Massabesic NH	not collected	sample	oro163204
oro163206		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163206
oro163207		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163207
oro163208		PRJNA518082	not collected		feces metagenome	2016-10-14	USA: Massabesic NH	not collected	sample	oro163208
oro163209		PRJNA518082	not collected		feces metagenome	2016-10-14	USA: Massabesic NH	not collected	sample	oro163209
oro163212		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163212
oro163213		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163213
oro163214		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163214
oro163215		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163215
oro163217		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163217
oro163218		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163218
oro163219		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163219
oro163220		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163220
oro163221		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163221
oro163222		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163222
oro163223		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163223
oro163224		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163224
oro163225		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163225
oro163226		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163226
oro163227		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163227
oro163228		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163228
oro163229		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163229
oro163230		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163230
oro163231		PRJNA518082	not collected		feces metagenome	2016-09-22	USA: Massabesic NH	not collected	sample	oro163231
oro163232		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163232
oro163233		PRJNA518082	not collected		feces metagenome	2016-09-10	USA: Massabesic NH	not collected	sample	oro163233
oro163234		PRJNA518082	not collected		feces metagenome	2016-09-26	USA: Hopkinton NH	not collected	sample	oro163234
oro163235		PRJNA518082	not collected		feces metagenome	2016-09-26	USA: Hopkinton NH	not collected	sample	oro163235
oro163236		PRJNA518082	not collected		feces metagenome	2016-09-26	USA: Hopkinton NH	not collected	sample	oro163236
oro163237		PRJNA518082	not collected		feces metagenome	2016-09-26	USA: Hopkinton NH	not collected	sample	oro163237
oro163238		PRJNA518082	not collected		feces metagenome	2016-09-26	USA: Hopkinton NH	not collected	sample	oro163238
oro163239		PRJNA518082	not collected		feces metagenome	2016-09-26	USA: Hopkinton NH	not collected	sample	oro163239
oro163240		PRJNA518082	not collected		feces metagenome	2016-09-26	USA: Hopkinton NH	not collected	sample	oro163240
oro163241		PRJNA518082	not collected		feces metagenome	2016-09-26	USA: Hopkinton NH	not collected	sample	oro163241
oro163242		PRJNA518082	not collected		feces metagenome	2016-09-26	USA: Hopkinton NH	not collected	sample	oro163242
oro163243		PRJNA518082	not collected		feces metagenome	2016-09-26	USA: Hopkinton NH	not collected	sample	oro163243
oro163244		PRJNA518082	not collected		feces metagenome	2016-09-29	USA: Hopkinton NH	not collected	sample	oro163244
oro163245		PRJNA518082	not collected		feces metagenome	2016-09-29	USA: Hopkinton NH	not collected	sample	oro163245
oro163247		PRJNA518082	not collected		feces metagenome	2016-10-03	USA: Hopkinton NH	not collected	sample	oro163247
oro163251		PRJNA518082	not collected		feces metagenome	2016-10-03	USA: Hopkinton NH	not collected	sample	oro163251
oro163253		PRJNA518082	not collected		feces metagenome	2016-10-03	USA: Hopkinton NH	not collected	sample	oro163253
oro163257		PRJNA518082	not collected		feces metagenome	2016-10-03	USA: Hopkinton NH	not collected	sample	oro163257
oro163261		PRJNA518082	not collected		feces metagenome	2016-10-09	USA: Hopkinton NH	not collected	sample	oro163261
oro163262		PRJNA518082	not collected		feces metagenome	2016-10-09	USA: Hopkinton NH	not collected	sample	oro163262
oro163263		PRJNA518082	not collected		feces metagenome	2016-10-09	USA: Hopkinton NH	not collected	sample	oro163263
oro163264		PRJNA518082	not collected		feces metagenome	2016-10-09	USA: Hopkinton NH	not collected	sample	oro163264
oro163265		PRJNA518082	not collected		feces metagenome	2016-10-09	USA: Hopkinton NH	not collected	sample	oro163265
oro163266		PRJNA518082	not collected		feces metagenome	2016-10-09	USA: Hopkinton NH	not collected	sample	oro163266
oro163267		PRJNA518082	not collected		feces metagenome	2016-10-09	USA: Hopkinton NH	not collected	sample	oro163267
oro163268		PRJNA518082	not collected		feces metagenome	2016-10-09	USA: Hopkinton NH	not collected	sample	oro163268
oro163269		PRJNA518082	not collected		feces metagenome	2016-10-09	USA: Hopkinton NH	not collected	sample	oro163269
oro163270		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163270
oro163271		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163271
oro163272		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163272
oro163273		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163273
oro163274		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163274
oro163275		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163275
oro163276		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163276
oro163278		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163278
oro163279		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163279
oro163280		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163280
oro163281		PRJNA518082	not collected		feces metagenome	2016-10-17	USA: Hopkinton NH	not collected	sample	oro163281
negoro32A01		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro32A01
negoro32B02		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro32B02
negoro32D04		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro32D04
negoro32E05		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro32E05
negoro32F06		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro32F06
oro163390		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Alstead NH	not collected	sample	oro163390
oro163391		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Alstead NH	not collected	sample	oro163391
oro163392		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Alstead NH	not collected	sample	oro163392
oro163393		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Alstead NH	not collected	sample	oro163393
oro163394		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Alstead NH	not collected	sample	oro163394
oro163395		PRJNA518082	not collected		feces metagenome	2016-07-01	USA: Alstead NH	not collected	sample	oro163395
oro163396		PRJNA518082	not collected		feces metagenome	2016-07-05	USA: Alstead NH	not collected	sample	oro163396
oro163397		PRJNA518082	not collected		feces metagenome	2016-07-05	USA: Alstead NH	not collected	sample	oro163397
oro163398		PRJNA518082	not collected		feces metagenome	2016-07-05	USA: Alstead NH	not collected	sample	oro163398
oro163399		PRJNA518082	not collected		feces metagenome	2016-07-05	USA: Alstead NH	not collected	sample	oro163399
negoro33B02		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro33B02
negoro33C03		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro33C03
negoro33D04		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro33D04
negoro33E05		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro33E05
negoro33F06		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro33F06
negoro33G07		PRJNA518082	not collected		feces metagenome	not applicable	not applicable	not collected	ncontrol	negoro33G07
oro163401		PRJNA518082	not collected		feces metagenome	2016-07-05	USA: Alstead NH	not collected	sample	oro163401
oro163402		PRJNA518082	not collected		feces metagenome	2016-07-07	USA: Alstead NH	not collected	sample	oro163402
oro163403		PRJNA518082	not collected		feces metagenome	2016-07-07	USA: Alstead NH	not collected	sample	oro163403
oro163404		PRJNA518082	not collected		feces metagenome	2016-07-07	USA: Alstead NH	not collected	sample	oro163404
oro163405		PRJNA518082	not collected		feces metagenome	2016-07-07	USA: Alstead NH	not collected	sample	oro163405
oro163406		PRJNA518082	not collected		feces metagenome	2016-07-07	USA: Alstead NH	not collected	sample	oro163406
oro163408		PRJNA518082	not collected		feces metagenome	2016-07-14	USA: Alstead NH	not collected	sample	oro163408
oro163409		PRJNA518082	not collected		feces metagenome	2016-07-14	USA: Alstead NH	not collected	sample	oro163409
oro163410		PRJNA518082	not collected		feces metagenome	2016-07-16	USA: Alstead NH	not collected	sample	oro163410
oro163412		PRJNA518082	not collected		feces metagenome	2016-07-16	USA: Alstead NH	not collected	sample	oro163412
oro163413		PRJNA518082	not collected		feces metagenome	2016-07-16	USA: Alstead NH	not collected	sample	oro163413
oro163414		PRJNA518082	not collected		feces metagenome	2016-07-16	USA: Alstead NH	not collected	sample	oro163414
oro163415		PRJNA518082	not collected		feces metagenome	2016-07-16	USA: Alstead NH	not collected	sample	oro163415
oro163416		PRJNA518082	not collected		feces metagenome	2016-07-16	USA: Alstead NH	not collected	sample	oro163416
oro163417		PRJNA518082	not collected		feces metagenome	2016-07-16	USA: Alstead NH	not collected	sample	oro163417
oro163420		PRJNA518082	not collected		feces metagenome	2016-07-16	USA: Alstead NH	not collected	sample	oro163420
oro163421		PRJNA518082	not collected		feces metagenome	2016-07-16	USA: Alstead NH	not collected	sample	oro163421
oro163423		PRJNA518082	not collected		feces metagenome	2016-07-23	USA: Alstead NH	not collected	sample	oro163423
oro163424		PRJNA518082	not collected		feces metagenome	2016-07-23	USA: Alstead NH	not collected	sample	oro163424
oro163425		PRJNA518082	not collected		feces metagenome	2016-07-23	USA: Alstead NH	not collected	sample	oro163425
oro163426		PRJNA518082	not collected		feces metagenome	2016-07-23	USA: Alstead NH	not collected	sample	oro163426
oro163427		PRJNA518082	not collected		feces metagenome	2016-07-23	USA: Alstead NH	not collected	sample	oro163427
oro163428		PRJNA518082	not collected		feces metagenome	2016-07-23	USA: Alstead NH	not collected	sample	oro163428
oro163430		PRJNA518082	not collected		feces metagenome	2016-07-23	USA: Alstead NH	not collected	sample	oro163430
oro163431		PRJNA518082	not collected		feces metagenome	2016-07-23	USA: Alstead NH	not collected	sample	oro163431
oro163432		PRJNA518082	not collected		feces metagenome	2016-07-23	USA: Alstead NH	not collected	sample	oro163432
oro163433		PRJNA518082	not collected		feces metagenome	2016-07-31	USA: Alstead NH	not collected	sample	oro163433
oro163434		PRJNA518082	not collected		feces metagenome	2016-07-31	USA: Alstead NH	not collected	sample	oro163434
oro163435		PRJNA518082	not collected		feces metagenome	2016-07-31	USA: Alstead NH	not collected	sample	oro163435
oro163436		PRJNA518082	not collected		feces metagenome	2016-07-31	USA: Alstead NH	not collected	sample	oro163436
oro163437		PRJNA518082	not collected		feces metagenome	2016-07-31	USA: Alstead NH	not collected	sample	oro163437
oro163438		PRJNA518082	not collected		feces metagenome	2016-07-31	USA: Alstead NH	not collected	sample	oro163438
oro163439		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163439
oro163440		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163440
oro163441		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163441
oro163442		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163442
oro163443		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163443
oro163445		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163445
oro163446		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163446
oro163447		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163447
oro163448		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163448
oro163449		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163449
oro163450		PRJNA518082	not collected		feces metagenome	2016-08-04	USA: Alstead NH	not collected	sample	oro163450
oro163451		PRJNA518082	not collected		feces metagenome	2016-08-10	USA: Alstead NH	not collected	sample	oro163451
oro163453		PRJNA518082	not collected		feces metagenome	2016-08-10	USA: Alstead NH	not collected	sample	oro163453
oro163454		PRJNA518082	not collected		feces metagenome	2016-08-10	USA: Alstead NH	not collected	sample	oro163454
oro163455		PRJNA518082	not collected		feces metagenome	2016-08-10	USA: Alstead NH	not collected	sample	oro163455
oro163457		PRJNA518082	not collected		feces metagenome	2016-08-10	USA: Alstead NH	not collected	sample	oro163457
oro163458		PRJNA518082	not collected		feces metagenome	2016-08-10	USA: Alstead NH	not collected	sample	oro163458
oro163459		PRJNA518082	not collected		feces metagenome	2016-08-10	USA: Alstead NH	not collected	sample	oro163459
oro163460		PRJNA518082	not collected		feces metagenome	2016-08-10	USA: Alstead NH	not collected	sample	oro163460
oro163461		PRJNA518082	not collected		feces metagenome	2016-08-10	USA: Alstead NH	not collected	sample	oro163461
oro163462		PRJNA518082	not collected		feces metagenome	2016-08-10	USA: Alstead NH	not collected	sample	oro163462
oro163464		PRJNA518082	not collected		feces metagenome	2016-08-17	USA: Alstead NH	not collected	sample	oro163464
oro163465		PRJNA518082	not collected		feces metagenome	2016-08-17	USA: Alstead NH	not collected	sample	oro163465
oro163467		PRJNA518082	not collected		feces metagenome	2016-08-17	USA: Alstead NH	not collected	sample	oro163467
oro163468		PRJNA518082	not collected		feces metagenome	2016-08-17	USA: Alstead NH	not collected	sample	oro163468
oro163469		PRJNA518082	not collected		feces metagenome	2016-08-17	USA: Alstead NH	not collected	sample	oro163469
oro163470		PRJNA518082	not collected		feces metagenome	2016-08-17	USA: Alstead NH	not collected	sample	oro163470
oro163471		PRJNA518082	not collected		feces metagenome	2016-08-17	USA: Alstead NH	not collected	sample	oro163471
oro163472		PRJNA518082	not collected		feces metagenome	2016-08-17	USA: Alstead NH	not collected	sample	oro163472
oro163473		PRJNA518082	not collected		feces metagenome	2016-08-17	USA: Alstead NH	not collected	sample	oro163473
oro163475		PRJNA518082	not collected		feces metagenome	2016-08-17	USA: Alstead NH	not collected	sample	oro163475
oro163479		PRJNA518082	not collected		feces metagenome	2016-08-25	USA: Alstead NH	not collected	sample	oro163479
oro163480		PRJNA518082	not collected		feces metagenome	2016-08-25	USA: Alstead NH	not collected	sample	oro163480
oro163481		PRJNA518082	not collected		feces metagenome	2016-08-25	USA: Alstead NH	not collected	sample	oro163481
oro163482		PRJNA518082	not collected		feces metagenome	2016-08-25	USA: Alstead NH	not collected	sample	oro163482
oro163483		PRJNA518082	not collected		feces metagenome	2016-08-25	USA: Alstead NH	not collected	sample	oro163483
oro163484		PRJNA518082	not collected		feces metagenome	2016-08-25	USA: Alstead NH	not collected	sample	oro163484
oro163485		PRJNA518082	not collected		feces metagenome	2016-08-25	USA: Alstead NH	not collected	sample	oro163485
oro163486		PRJNA518082	not collected		feces metagenome	2016-08-25	USA: Alstead NH	not collected	sample	oro163486
oro163488		PRJNA518082	not collected		feces metagenome	2016-09-01	USA: Alstead NH	not collected	sample	oro163488
