Sample Name	Sample title	BioProject Accession	Organism	host	isolation source	collection date	geographic location	latitude and longitude	Sample type	Isolate
oro162862		PRJNA518082	not collected		feces metagenome	2016-07-10	USA: Fairfield ME	not collected	sample	oro162862
oro162863		PRJNA518082	not collected		feces metagenome	2016-07-10	USA: Fairfield ME	not collected	sample	oro162863
oro162865		PRJNA518082	not collected		feces metagenome	2016-07-10	USA: Fairfield ME	not collected	sample	oro162865
oro162866		PRJNA518082	not collected		feces metagenome	2016-07-10	USA: Fairfield ME	not collected	sample	oro162866
oro162867		PRJNA518082	not collected		feces metagenome	2016-07-10	USA: Fairfield ME	not collected	sample	oro162867
oro162868		PRJNA518082	not collected		feces metagenome	2016-07-10	USA: Fairfield ME	not collected	sample	oro162868
oro162869		PRJNA518082	not collected		feces metagenome	2016-07-20	USA: Fairfield ME	not collected	sample	oro162869
oro162871		PRJNA518082	not collected		feces metagenome	2016-07-20	USA: Fairfield ME	not collected	sample	oro162871
oro162872		PRJNA518082	not collected		feces metagenome	2016-07-20	USA: Fairfield ME	not collected	sample	oro162872
oro162873		PRJNA518082	not collected		feces metagenome	2016-07-20	USA: Fairfield ME	not collected	sample	oro162873
oro162874		PRJNA518082	not collected		feces metagenome	2016-07-20	USA: Fairfield ME	not collected	sample	oro162874
oro162875		PRJNA518082	not collected		feces metagenome	2016-07-20	USA: Fairfield ME	not collected	sample	oro162875
oro162876		PRJNA518082	not collected		feces metagenome	2016-07-20	USA: Fairfield ME	not collected	sample	oro162876
oro162877		PRJNA518082	not collected		feces metagenome	2016-07-20	USA: Fairfield ME	not collected	sample	oro162877
oro162878		PRJNA518082	not collected		feces metagenome	2016-07-20	USA: Fairfield ME	not collected	sample	oro162878
oro162881		PRJNA518082	not collected		feces metagenome	2016-07-20	USA: Fairfield ME	not collected	sample	oro162881
oro162882		PRJNA518082	not collected		feces metagenome	2016-07-10	USA: Fairfield ME	not collected	sample	oro162882
oro162939		PRJNA518082	not collected		feces metagenome	2016-08-06	USA: Fairfield ME	not collected	sample	oro162939
