Sample Name	Sample title	BioProject Accession	Organism	host	isolation source	collection date	geographic location	latitude and longitude	Sample type	Isolate
bri160609		PRJNA518082	not collected		feces metagenome	2016-08-31	USA: Ely Mine VT	not collected	sample	bri160609
bri160610		PRJNA518082	not collected		feces metagenome	2016-08-31	USA: Ely Mine VT	not collected	sample	bri160610
bri160611		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Ely Mine VT	not collected	sample	bri160611
bri160612		PRJNA518082	not collected		feces metagenome	2016-09-07	USA: Ely Mine VT	not collected	sample	bri160612
bri160751		PRJNA518082	not collected		feces metagenome	2016-09-27	USA: Ely Mine VT	not collected	sample	bri160751
oro161520		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161520
oro161521		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161521
oro161522		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161522
oro161523		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161523
oro161524		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161524
oro161525		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161525
oro161526		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161526
oro161527		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161527
oro161528		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161528
oro161529		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161529
oro161530		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161530
oro161531		PRJNA518082	not collected		feces metagenome	2016-07-13	USA: Canterbury NH	not collected	sample	oro161531
oro162484		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162484
oro162485		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162485
oro162486		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162486
oro162487		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162487
oro162488		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162488
oro162489		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162489
oro162490		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162490
oro162491		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162491
oro162492		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162492
oro162493		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162493
oro162495		PRJNA518082	not collected		feces metagenome	2016-07-18	USA: Maple Hill Hollis NH	not collected	sample	oro162495
oro162496		PRJNA518082	not collected		feces metagenome	2016-07-30	USA: Maple Hill Hollis NH	not collected	sample	oro162496
oro162497		PRJNA518082	not collected		feces metagenome	2016-07-30	USA: Maple Hill Hollis NH	not collected	sample	oro162497
oro162498		PRJNA518082	not collected		feces metagenome	2016-07-30	USA: Maple Hill Hollis NH	not collected	sample	oro162498
oro162499		PRJNA518082	not collected		feces metagenome	2016-07-30	USA: Maple Hill Hollis NH	not collected	sample	oro162499
oro162500		PRJNA518082	not collected		feces metagenome	2016-07-30	USA: Maple Hill Hollis NH	not collected	sample	oro162500
oro162501		PRJNA518082	not collected		feces metagenome	2016-07-30	USA: Maple Hill Hollis NH	not collected	sample	oro162501
oro162502		PRJNA518082	not collected		feces metagenome	2016-07-30	USA: Maple Hill Hollis NH	not collected	sample	oro162502
oro162503		PRJNA518082	not collected		feces metagenome	2016-07-30	USA: Maple Hill Hollis NH	not collected	sample	oro162503
oro162504		PRJNA518082	not collected		feces metagenome	2016-07-30	USA: Maple Hill Hollis NH	not collected	sample	oro162504
oro162507		PRJNA518082	not collected		feces metagenome	2016-07-30	USA: Maple Hill Hollis NH	not collected	sample	oro162507
oro162508		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162508
oro162509		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162509
oro162510		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162510
oro162511		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162511
oro162512		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162512
oro162513		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162513
oro162514		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162514
oro162515		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162515
oro162517		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162517
oro162518		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162518
oro162519		PRJNA518082	not collected		feces metagenome	2016-08-05	USA: Maple Hill Hollis NH	not collected	sample	oro162519
oro162520		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Maple Hill Hollis NH	not collected	sample	oro162520
oro162521		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Maple Hill Hollis NH	not collected	sample	oro162521
oro162522		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Maple Hill Hollis NH	not collected	sample	oro162522
oro162523		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Maple Hill Hollis NH	not collected	sample	oro162523
oro162524		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Maple Hill Hollis NH	not collected	sample	oro162524
oro162525		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Maple Hill Hollis NH	not collected	sample	oro162525
oro162526		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Maple Hill Hollis NH	not collected	sample	oro162526
oro162529		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Maple Hill Hollis NH	not collected	sample	oro162529
oro162530		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Maple Hill Hollis NH	not collected	sample	oro162530
oro162531		PRJNA518082	not collected		feces metagenome	2016-09-02	USA: Maple Hill Hollis NH	not collected	sample	oro162531
oro162534		PRJNA518082	not collected		feces metagenome	2016-09-09	USA: Maple Hill Hollis NH	not collected	sample	oro162534
oro162535		PRJNA518082	not collected		feces metagenome	2016-09-09	USA: Maple Hill Hollis NH	not collected	sample	oro162535
oro162536		PRJNA518082	not collected		feces metagenome	2016-09-09	USA: Maple Hill Hollis NH	not collected	sample	oro162536
oro162537		PRJNA518082	not collected		feces metagenome	2016-09-09	USA: Maple Hill Hollis NH	not collected	sample	oro162537
oro162538		PRJNA518082	not collected		feces metagenome	2016-09-09	USA: Maple Hill Hollis NH	not collected	sample	oro162538
oro162541		PRJNA518082	not collected		feces metagenome	2016-09-09	USA: Maple Hill Hollis NH	not collected	sample	oro162541
oro162542		PRJNA518082	not collected		feces metagenome	2016-09-09	USA: Maple Hill Hollis NH	not collected	sample	oro162542
oro162543		PRJNA518082	not collected		feces metagenome	2016-09-09	USA: Maple Hill Hollis NH	not collected	sample	oro162543
oro162544		PRJNA518082	not collected		feces metagenome	2016-09-09	USA: Maple Hill Hollis NH	not collected	sample	oro162544
oro162545		PRJNA518082	not collected		feces metagenome	2016-09-09	USA: Maple Hill Hollis NH	not collected	sample	oro162545
oro162546		PRJNA518082	not collected		feces metagenome	2016-09-16	USA: Maple Hill Hollis NH	not collected	sample	oro162546
oro162547		PRJNA518082	not collected		feces metagenome	2016-09-16	USA: Maple Hill Hollis NH	not collected	sample	oro162547
oro162548		PRJNA518082	not collected		feces metagenome	2016-09-16	USA: Maple Hill Hollis NH	not collected	sample	oro162548
oro162549		PRJNA518082	not collected		feces metagenome	2016-09-16	USA: Maple Hill Hollis NH	not collected	sample	oro162549
