Sample Name	Sample title	BioProject Accession	Organism	host	isolation source	collection date	geographic location	latitude and longitude	Sample type	Isolate
oro162551		PRJNA518082	not collected		feces metagenome	2016-09-16	USA: Maple Hill Hollis NH	not collected	sample	oro162551
oro162552		PRJNA518082	not collected		feces metagenome	2016-09-16	USA: Maple Hill Hollis NH	not collected	sample	oro162552
oro162554		PRJNA518082	not collected		feces metagenome	2016-09-16	USA: Maple Hill Hollis NH	not collected	sample	oro162554
oro162555		PRJNA518082	not collected		feces metagenome	2016-09-16	USA: Maple Hill Hollis NH	not collected	sample	oro162555
oro162557		PRJNA518082	not collected		feces metagenome	2016-09-16	USA: Maple Hill Hollis NH	not collected	sample	oro162557
oro162561		PRJNA518082	not collected		feces metagenome	2016-09-21	USA: Maple Hill Hollis NH	not collected	sample	oro162561
oro162562		PRJNA518082	not collected		feces metagenome	2016-09-21	USA: Maple Hill Hollis NH	not collected	sample	oro162562
oro162563		PRJNA518082	not collected		feces metagenome	2016-09-21	USA: Maple Hill Hollis NH	not collected	sample	oro162563
oro162564		PRJNA518082	not collected		feces metagenome	2016-09-21	USA: Maple Hill Hollis NH	not collected	sample	oro162564
oro162565		PRJNA518082	not collected		feces metagenome	2016-09-21	USA: Maple Hill Hollis NH	not collected	sample	oro162565
oro162566		PRJNA518082	not collected		feces metagenome	2016-09-21	USA: Maple Hill Hollis NH	not collected	sample	oro162566
oro162567		PRJNA518082	not collected		feces metagenome	2016-09-21	USA: Maple Hill Hollis NH	not collected	sample	oro162567
oro162568		PRJNA518082	not collected		feces metagenome	2016-09-21	USA: Maple Hill Hollis NH	not collected	sample	oro162568
