*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*host	*lat_lon	SampleType	Library
oro163472		SUB5109424	not collected	2016-08-17	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163473		SUB5109424	not collected	2016-08-17	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163475		SUB5109424	not collected	2016-08-17	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163479		SUB5109424	not collected	2016-08-25	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163480		SUB5109424	not collected	2016-08-25	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163481		SUB5109424	not collected	2016-08-25	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163482		SUB5109424	not collected	2016-08-25	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163483		SUB5109424	not collected	2016-08-25	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163484		SUB5109424	not collected	2016-08-25	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163485		SUB5109424	not collected	2016-08-25	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163486		SUB5109424	not collected	2016-08-25	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163488		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163489		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163490		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163491		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163492		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163493		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163494		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163495		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163496		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163497		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163498		SUB5109424	not collected	2016-09-01	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
negoro34A01		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libC
negoro34B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libC
negoro34D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libC
negoro34E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libC
negoro34F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libC
negoro34G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libC
negoro34H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libC
oro163500		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163501		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163502		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163503		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163504		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163506		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163507		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163508		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163509		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163510		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163511		SUB5109424	not collected	2016-09-07	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163512		SUB5109424	not collected	2016-09-14	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163513		SUB5109424	not collected	2016-09-14	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163514		SUB5109424	not collected	2016-09-14	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163515		SUB5109424	not collected	2016-09-14	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163516		SUB5109424	not collected	2016-09-14	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163517		SUB5109424	not collected	2016-09-14	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163518		SUB5109424	not collected	2016-09-14	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163519		SUB5109424	not collected	2016-09-14	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163522		SUB5109424	not collected	2016-09-14	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163524		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163525		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163526		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163527		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163528		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163529		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163530		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163531		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163533		SUB5109424	not collected	2016-09-21	not collected	not collected	not collected	Alstead NH	not collected	not collected	sample	libC
oro163537		SUB5109424	not collected	2016-07-31	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163538		SUB5109424	not collected	2016-07-31	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163539		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163540		SUB5109424	not collected	2016-07-31	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163541		SUB5109424	not collected	2016-07-31	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163543		SUB5109424	not collected	2016-07-31	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163544		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163545		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163546		SUB5109424	not collected	2016-07-31	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163547		SUB5109424	not collected	2016-07-31	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163549		SUB5109424	not collected	2016-07-31	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163550		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163552		SUB5109424	not collected	2016-07-31	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163553		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163554		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163555		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163557		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163558		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163559		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163560		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163561		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163562		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163563		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163565		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163566		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163567		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163568		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163569		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163570		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163571		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163572a		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163573		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163575		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163576		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163577		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163578		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163579		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163580		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163581		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163582		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
oro163583		SUB5109424	not collected	2016-07-23	not collected	not collected	not collected	Massabesic NH	not collected	not collected	sample	libC
negoro35A01		SUB5109424	not collected	2000-01-01	not collected	not collected	not collected	ncontrol	not collected	not collected	contaminant	libC
negoro35D03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libC
negoro35D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libC
negoro35F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libC
negoro37B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro37F08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro38A01		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro38B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro38D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro38E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro38F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro38G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
oro163960		SUB5109424	not collected	2016-08-03	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163962		SUB5109424	not collected	2016-08-03	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163972		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163973		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163974		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163975		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163976		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163977		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163978		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163979		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163981		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163982		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
oro163983		SUB5109424	not collected	2016-07-27	not collected	not collected	not collected	Holderness NH	not collected	not collected	sample	libB
negoro39A01		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro39B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro39D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro39E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro39F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
oro164022		SUB5109424	not collected	2016-08-21	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164023		SUB5109424	not collected	2016-08-21	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164024		SUB5109424	not collected	2016-08-21	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164025		SUB5109424	not collected	2016-08-21	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164026		SUB5109424	not collected	2016-08-21	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164027		SUB5109424	not collected	2016-08-21	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164029		SUB5109424	not collected	2016-08-21	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164030		SUB5109424	not collected	2016-08-21	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164031		SUB5109424	not collected	2016-08-21	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164034		SUB5109424	not collected	2016-08-28	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164035		SUB5109424	not collected	2016-08-28	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164036		SUB5109424	not collected	2016-08-28	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164037		SUB5109424	not collected	2016-08-28	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164038		SUB5109424	not collected	2016-08-28	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164039		SUB5109424	not collected	2016-08-28	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164040		SUB5109424	not collected	2016-08-28	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164041		SUB5109424	not collected	2016-08-28	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164042		SUB5109424	not collected	2016-08-28	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164045		SUB5109424	not collected	2016-08-28	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164046		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164047		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164049		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164050		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164053		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164055		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164056		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164057		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164058		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164059		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164060		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164061		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164062		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164063		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164064		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164065		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164066		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164068		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164070		SUB5109424	not collected	2016-09-12	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164071		SUB5109424	not collected	2016-09-18	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164072		SUB5109424	not collected	2016-09-18	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164073		SUB5109424	not collected	2016-09-18	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164075		SUB5109424	not collected	2016-09-18	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164076		SUB5109424	not collected	2016-09-18	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164077		SUB5109424	not collected	2016-09-18	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164078		SUB5109424	not collected	2016-09-18	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164079		SUB5109424	not collected	2016-09-18	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164082		SUB5109424	not collected	2016-09-18	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164083		SUB5109424	not collected	2016-09-18	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
negoro40B02		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro40C03		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro40D04		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro40E05		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro40F06		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro40G07		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro40H08		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro40H09		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro40H10		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
negoro40H11		SUB5109424	not collected	not applicable	not collected	not collected	not collected	ncontrol	not collected	not collected	ncontrol	libD
oro164234		SUB5109424	not collected	2016-09-03	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164235		SUB5109424	not collected	2016-09-03	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164236		SUB5109424	not collected	2016-09-03	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164239		SUB5109424	not collected	2016-09-03	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164240		SUB5109424	not collected	2016-09-03	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164241		SUB5109424	not collected	2016-09-03	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164242		SUB5109424	not collected	2016-09-03	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164243		SUB5109424	not collected	2016-09-03	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164244		SUB5109424	not collected	2016-09-03	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164245		SUB5109424	not collected	2016-09-03	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164246		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164247		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164248		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164250		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164251		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164252		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164253		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164254		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164255		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164256		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164257		SUB5109424	not collected	2016-09-13	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164258		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164259		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164261		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164262		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164263		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164264		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164265		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164266		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164267		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164268		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164269		SUB5109424	not collected	2016-09-28	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164270		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164272		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164273		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164274		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164275		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164276		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164277		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164278		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164279		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164280		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164281		SUB5109424	not collected	2016-10-05	not collected	not collected	not collected	Chichester NH	not collected	not collected	sample	libD
oro164284		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164285		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164286		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164287		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164288		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164289		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164291		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164294		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164295		SUB5109424	not collected	2016-08-01	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164296		SUB5109424	not collected	2016-08-07	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164297		SUB5109424	not collected	2016-08-07	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164299		SUB5109424	not collected	2016-08-07	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164302		SUB5109424	not collected	2016-08-07	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
oro164303		SUB5109424	not collected	2016-08-07	not collected	not collected	not collected	Hopkinton NH	not collected	not collected	sample	libC
