SeqID,HashID,Reads,Method,Filt,StudyID,SampleType,Library
mockIM4p7L1,38266d9f6aa0062dc3abecfdf193dc33,5342,vsearch,basic,mock,mock,libC
mockIM4p7L1,443a72aa5f34ea34fd921e6c56388ce3,10464,vsearch,basic,mock,mock,libC
mockIM4p7L1,49337d34e108aaa7b9eed947dfc6a6d7,10886,vsearch,basic,mock,mock,libC
mockIM4p7L1,899f39fc558547da06b0737419092c95,6871,vsearch,basic,mock,mock,libC
mockIM4p7L1,3019836df83e332ce59481161afca490,3,vsearch,basic,mock,mock,libC
mockIM4p7L2,c5098366c5ba2170bb0bdbb4ebb969cf,14,vsearch,basic,mock,mock,libD
mockIM4p7L2,c533626259d8a8ebb77bcdf91d4cfb48,6,vsearch,basic,mock,mock,libD
mockIM4p7L2,c753f823a8823c373321618db6ba8e30,49280,vsearch,basic,mock,mock,libD
mockIM4p7L2,e0425a63c5717f2c0bfc70a1886275f4,36875,vsearch,basic,mock,mock,libD
mockIM4p7L2,e7cf8febd22a81f1f6ad53ade6117fe5,12,vsearch,basic,mock,mock,libD
mockIM4p7L2,eb3a4a579b410351b538a2510c37a56c,10,vsearch,basic,mock,mock,libD
mockIM4p7L2,ef84ca30c9049205e65e13f0ba7da64a,4,vsearch,basic,mock,mock,libD
mockIM4p7L2,f1e2e46d9d39da02757f2e3e3c2a62e5,32644,vsearch,basic,mock,mock,libD
mockIM4p7L2,f3a3d06ac23f53504f35632c0ee0b750,8,vsearch,basic,mock,mock,libD
mockIM4p7L2,f51974df289e803808177a78bdf311e2,44938,vsearch,basic,mock,mock,libD
mockIM4p7L2,f6a5686e762060e92089709944306a6a,45578,vsearch,basic,mock,mock,libD
mockIM4p7L2,86d824f733d61170ef80a4235cb32238,43511,vsearch,basic,mock,mock,libD
mockIM4p7L2,899f39fc558547da06b0737419092c95,36153,vsearch,basic,mock,mock,libD
mockIM4p7L2,924e54e2bb7e72942c009a6dc99878c8,21,vsearch,basic,mock,mock,libD
mockIM4p7L2,937734275b3e7b4640969c48a56b421a,2,vsearch,basic,mock,mock,libD
mockIM4p7L2,997f4a78373f3517a361cf76c4db9a43,10,vsearch,basic,mock,mock,libD
mockIM4p7L2,a1bf48aed3403b048276c6c7541b6b82,49047,vsearch,basic,mock,mock,libD
mockIM4p7L2,a33e9d5dcc6aebafe47272127f7f4b4f,52937,vsearch,basic,mock,mock,libD
mockIM4p7L2,106866132fd52b9d5c96c38bde87c51f,47815,vsearch,basic,mock,mock,libD
mockIM4p7L2,13ef19285dfa5b8075398a7970bfc08b,5,vsearch,basic,mock,mock,libD
mockIM4p7L2,19b15068add9c22b572c309576d98259,23,vsearch,basic,mock,mock,libD
mockIM4p7L2,1a589e45391a7e9fc0b162cd98865888,45803,vsearch,basic,mock,mock,libD
mockIM4p7L2,1cd1ff405bf366c31e72fd99dfd39ede,45090,vsearch,basic,mock,mock,libD
mockIM4p7L2,3019836df83e332ce59481161afca490,13,vsearch,basic,mock,mock,libD
mockIM4p7L2,3456ff6251490eea3e12040d3e345c65,28320,vsearch,basic,mock,mock,libD
mockIM4p7L2,347bb6caf0b7c269c432be50f07eb53f,8,vsearch,basic,mock,mock,libD
mockIM4p7L2,38266d9f6aa0062dc3abecfdf193dc33,25302,vsearch,basic,mock,mock,libD
mockIM4p7L2,390fc0aa03c9dc2e4f74112e47659f7c,9,vsearch,basic,mock,mock,libD
mockIM4p7L2,3bccc7419ed71054e8d594ffa35fe0c6,3,vsearch,basic,mock,mock,libD
mockIM4p7L2,443a72aa5f34ea34fd921e6c56388ce3,46603,vsearch,basic,mock,mock,libD
mockIM4p7L2,a44c771f6365558777fa16f813857f90,5,vsearch,basic,mock,mock,libD
mockIM4p7L2,a6152ff903092bda54f1fe77a3167563,55159,vsearch,basic,mock,mock,libD
mockIM4p7L2,aea4dfce56b29e85d72e79b1453366e4,50338,vsearch,basic,mock,mock,libD
mockIM4p7L2,ba3fbad2c82d3740432b1e58a910abf7,4,vsearch,basic,mock,mock,libD
mockIM4p7L2,bab0d3359ede10717fa2c97b58dbb56b,9,vsearch,basic,mock,mock,libD
mockIM4p7L2,06cc5faccebfed1ae42d5fd81c826cb1,16,vsearch,basic,mock,mock,libD
mockIM4p7L2,0853a883ea800fe3fd8cfde4f2ff0d5f,11,vsearch,basic,mock,mock,libD
mockIM4p7L2,098f65da59f0fa927fe804d96cb3dff4,41936,vsearch,basic,mock,mock,libD
mockIM4p7L2,5592a4d77978f1271b28d3058d03e55d,41928,vsearch,basic,mock,mock,libD
mockIM4p7L2,55a17d8326442d559967b1c9445390bf,40999,vsearch,basic,mock,mock,libD
mockIM4p7L2,7a6aaff38eb5f3153417cb86c7041497,2,vsearch,basic,mock,mock,libD
mockIM4p7L2,7f8765e7a170252a49c619116f0cfbfa,51090,vsearch,basic,mock,mock,libD
mockIM4p7L2,821aa64611daa3da216572e13a62b9ce,44221,vsearch,basic,mock,mock,libD
mockIM4p7L2,84efcdc4397b06db856a314c95b0ab2e,33593,vsearch,basic,mock,mock,libD
mockIM4p7L2,49337d34e108aaa7b9eed947dfc6a6d7,58697,vsearch,basic,mock,mock,libD
