SeqID1,SeqID2,betadistance,Method,Filt,betatest,binaryval
mockIM4p4L2,mockIM4p4L1,0.0392,deblur,extra,bray,FALSE
mockIM4p7L1,mockIM4p4L1,0.0494,deblur,extra,bray,FALSE
mockIM4p7L2,mockIM4p4L1,0.0506,deblur,extra,bray,FALSE
mockIM4p7L1,mockIM4p4L2,0.038,deblur,extra,bray,FALSE
mockIM4p7L2,mockIM4p4L2,0.044,deblur,extra,bray,FALSE
mockIM4p7L2,mockIM4p7L1,0.0422,deblur,extra,bray,FALSE
mockIM4p4L1,mockIM4p4L2,0.0424,deblur,standard,bray,FALSE
mockIM4p4L1,mockIM4p7L1,0.0358,deblur,standard,bray,FALSE
mockIM4p4L1,mockIM4p7L2,0.0532,deblur,standard,bray,FALSE
mockIM4p4L2,mockIM4p7L1,0.036,deblur,standard,bray,FALSE
mockIM4p4L2,mockIM4p7L2,0.0416,deblur,standard,bray,FALSE
mockIM4p7L1,mockIM4p7L2,0.0478,deblur,standard,bray,FALSE
mockIM4p4L2,mockIM4p4L1,0.0424,deblur,standard,bray,FALSE
mockIM4p7L1,mockIM4p4L1,0.0358,deblur,standard,bray,FALSE
mockIM4p7L2,mockIM4p4L1,0.0532,deblur,standard,bray,FALSE
mockIM4p7L1,mockIM4p4L2,0.036,deblur,standard,bray,FALSE
mockIM4p7L2,mockIM4p4L2,0.0416,deblur,standard,bray,FALSE
mockIM4p7L2,mockIM4p7L1,0.0478,deblur,standard,bray,FALSE
mockIM4p4L1,mockIM4p4L2,0.0404,deblur,basic,bray,FALSE
mockIM4p4L1,mockIM4p7L1,0.0388,deblur,basic,bray,FALSE
mockIM4p4L1,mockIM4p7L2,0.0476,deblur,basic,bray,FALSE
mockIM4p4L2,mockIM4p7L1,0.0442,deblur,basic,bray,FALSE
mockIM4p4L2,mockIM4p7L2,0.0512,deblur,basic,bray,FALSE
mockIM4p7L1,mockIM4p7L2,0.0472,deblur,basic,bray,FALSE
mockIM4p4L2,mockIM4p4L1,0.0404,deblur,basic,bray,FALSE
mockIM4p7L1,mockIM4p4L1,0.0388,deblur,basic,bray,FALSE
mockIM4p7L2,mockIM4p4L1,0.0476,deblur,basic,bray,FALSE
mockIM4p7L1,mockIM4p4L2,0.0442,deblur,basic,bray,FALSE
mockIM4p7L2,mockIM4p4L2,0.0512,deblur,basic,bray,FALSE
mockIM4p7L2,mockIM4p7L1,0.0472,deblur,basic,bray,FALSE
mockIM4p4L1,mockIM4p4L2,0.000306492231458622,deblur,extra,morisita,FALSE
mockIM4p4L1,mockIM4p7L1,0.00234410790580608,deblur,extra,morisita,FALSE
mockIM4p4L1,mockIM4p7L2,7.49451038162263e-05,deblur,extra,morisita,FALSE
mockIM4p4L2,mockIM4p7L1,0.00137391512861906,deblur,extra,morisita,FALSE
mockIM4p4L2,mockIM4p7L2,0.00285118702749509,deblur,extra,morisita,FALSE
mockIM4p7L1,mockIM4p7L2,0.00240435610551393,deblur,extra,morisita,FALSE
mockIM4p4L2,mockIM4p4L1,0.000306492231458622,deblur,extra,morisita,FALSE
mockIM4p7L1,mockIM4p4L1,0.00234410790580608,deblur,extra,morisita,FALSE
mockIM4p7L2,mockIM4p4L1,7.49451038162263e-05,deblur,extra,morisita,FALSE
mockIM4p7L1,mockIM4p4L2,0.00137391512861906,deblur,extra,morisita,FALSE
mockIM4p7L2,mockIM4p4L2,0.00285118702749509,deblur,extra,morisita,FALSE
mockIM4p7L2,mockIM4p7L1,0.00240435610551393,deblur,extra,morisita,FALSE
mockIM4p4L1,mockIM4p4L2,0.00052465964052717,deblur,standard,morisita,FALSE
mockIM4p4L1,mockIM4p7L1,0.00199280677623881,deblur,standard,morisita,FALSE
mockIM4p4L1,mockIM4p7L2,0,deblur,standard,morisita,FALSE
mockIM4p4L2,mockIM4p7L1,0.000732871912125121,deblur,standard,morisita,FALSE
mockIM4p4L2,mockIM4p7L2,0,deblur,standard,morisita,FALSE
mockIM4p7L1,mockIM4p7L2,0,deblur,standard,morisita,FALSE
mockIM4p4L2,mockIM4p4L1,0.00052465964052717,deblur,standard,morisita,FALSE
mockIM4p7L1,mockIM4p4L1,0.00199280677623881,deblur,standard,morisita,FALSE
mockIM4p7L2,mockIM4p4L1,0,deblur,standard,morisita,FALSE
mockIM4p7L1,mockIM4p4L2,0.000732871912125121,deblur,standard,morisita,FALSE
mockIM4p7L2,mockIM4p4L2,0,deblur,standard,morisita,FALSE
mockIM4p7L2,mockIM4p7L1,0,deblur,standard,morisita,FALSE
mockIM4p4L1,mockIM4p4L2,0.0010121943262158,deblur,basic,morisita,FALSE
mockIM4p4L1,mockIM4p7L1,0,deblur,basic,morisita,FALSE
mockIM4p4L1,mockIM4p7L2,0.00109075127252256,deblur,basic,morisita,FALSE
mockIM4p4L2,mockIM4p7L1,0.00460221773293457,deblur,basic,morisita,FALSE
mockIM4p4L2,mockIM4p7L2,0.00217978710213151,deblur,basic,morisita,FALSE
mockIM4p7L1,mockIM4p7L2,0.00235698044269306,deblur,basic,morisita,FALSE
mockIM4p4L2,mockIM4p4L1,0.0010121943262158,deblur,basic,morisita,FALSE
mockIM4p7L1,mockIM4p4L1,0,deblur,basic,morisita,FALSE
mockIM4p7L2,mockIM4p4L1,0.00109075127252256,deblur,basic,morisita,FALSE
mockIM4p7L1,mockIM4p4L2,0.00460221773293457,deblur,basic,morisita,FALSE
mockIM4p7L2,mockIM4p4L2,0.00217978710213151,deblur,basic,morisita,FALSE
mockIM4p7L2,mockIM4p7L1,0.00235698044269306,deblur,basic,morisita,FALSE
