Dataset,length,lengthCounts,nObs,pObs
derep,1283,5,1841946,2.71452040396407e-06
derep,1284,7,1841946,3.8003285655497e-06
derep,1285,3,1841946,1.62871224237844e-06
derep,1286,5,1841946,2.71452040396407e-06
derep,1287,17,1841946,9.22936937347783e-06
derep,1288,84,1841946,4.56039427865963e-05
derep,1289,8,1841946,4.34323264634251e-06
derep,1290,25,1841946,1.35726020198203e-05
derep,1291,24,1841946,1.30296979390275e-05
derep,1292,1,1841946,5.42904080792814e-07
derep,1293,3,1841946,1.62871224237844e-06
derep,1294,7,1841946,3.8003285655497e-06
derep,1295,18,1841946,9.77227345427065e-06
derep,1296,7,1841946,3.8003285655497e-06
derep,1297,5,1841946,2.71452040396407e-06
derep,1298,4,1841946,2.17161632317125e-06
derep,1299,43,1841946,2.3344875474091e-05
derep,1300,2,1841946,1.08580816158563e-06
derep,1301,4,1841946,2.17161632317125e-06
derep,1302,11,1841946,5.97194488872095e-06
derep,1303,4,1841946,2.17161632317125e-06
derep,1304,12,1841946,6.51484896951376e-06
derep,1305,16,1841946,8.68646529268502e-06
derep,1306,1,1841946,5.42904080792814e-07
derep,1307,2,1841946,1.08580816158563e-06
derep,1308,63,1841946,3.42029570899473e-05
derep,1309,2,1841946,1.08580816158563e-06
derep,1310,5,1841946,2.71452040396407e-06
derep,1311,8,1841946,4.34323264634251e-06
derep,1312,2,1841946,1.08580816158563e-06
derep,1313,2,1841946,1.08580816158563e-06
derep,1314,8,1841946,4.34323264634251e-06
derep,1315,34,1841946,1.84587387469557e-05
derep,1316,8,1841946,4.34323264634251e-06
derep,1317,13,1841946,7.05775305030658e-06
derep,1318,8,1841946,4.34323264634251e-06
derep,1319,5,1841946,2.71452040396407e-06
derep,1320,7,1841946,3.8003285655497e-06
derep,1321,3,1841946,1.62871224237844e-06
derep,1322,4,1841946,2.17161632317125e-06
derep,1323,9,1841946,4.88613672713532e-06
derep,1324,4,1841946,2.17161632317125e-06
derep,1325,4,1841946,2.17161632317125e-06
derep,1326,42,1841946,2.28019713932982e-05
derep,1327,2,1841946,1.08580816158563e-06
derep,1328,4,1841946,2.17161632317125e-06
derep,1329,36,1841946,1.95445469085413e-05
derep,1330,2,1841946,1.08580816158563e-06
derep,1331,5,1841946,2.71452040396407e-06
derep,1332,5,1841946,2.71452040396407e-06
derep,1333,2,1841946,1.08580816158563e-06
derep,1334,2,1841946,1.08580816158563e-06
derep,1335,3,1841946,1.62871224237844e-06
derep,1336,2,1841946,1.08580816158563e-06
derep,1337,14,1841946,7.60065713109939e-06
derep,1338,10,1841946,5.42904080792814e-06
derep,1339,2,1841946,1.08580816158563e-06
derep,1340,1,1841946,5.42904080792814e-07
derep,1341,5,1841946,2.71452040396407e-06
derep,1342,1,1841946,5.42904080792814e-07
derep,1344,10,1841946,5.42904080792814e-06
derep,1345,1,1841946,5.42904080792814e-07
derep,1346,2,1841946,1.08580816158563e-06
derep,1347,6,1841946,3.25742448475688e-06
derep,1348,4,1841946,2.17161632317125e-06
derep,1349,1,1841946,5.42904080792814e-07
derep,1350,16,1841946,8.68646529268502e-06
derep,1352,25,1841946,1.35726020198203e-05
derep,1353,5,1841946,2.71452040396407e-06
derep,1354,1,1841946,5.42904080792814e-07
derep,1355,4,1841946,2.17161632317125e-06
derep,1356,6,1841946,3.25742448475688e-06
derep,1357,4,1841946,2.17161632317125e-06
derep,1358,2,1841946,1.08580816158563e-06
derep,1359,6,1841946,3.25742448475688e-06
derep,1360,4,1841946,2.17161632317125e-06
derep,1361,8,1841946,4.34323264634251e-06
derep,1362,15,1841946,8.1435612118922e-06
derep,1363,1,1841946,5.42904080792814e-07
derep,1364,13,1841946,7.05775305030658e-06
derep,1365,55,1841946,2.98597244436048e-05
derep,1366,4,1841946,2.17161632317125e-06
derep,1367,1,1841946,5.42904080792814e-07
derep,1368,75,1841946,4.0717806059461e-05
derep,1369,3,1841946,1.62871224237844e-06
derep,1370,39,1841946,2.11732591509197e-05
derep,1371,151,1841946,8.19785161997149e-05
derep,1372,10,1841946,5.42904080792814e-06
derep,1373,10,1841946,5.42904080792814e-06
derep,1374,60,1841946,3.25742448475688e-05
derep,1375,41,1841946,2.22590673125054e-05
derep,1376,6,1841946,3.25742448475688e-06
derep,1377,77,1841946,4.18036142210467e-05
derep,1378,5,1841946,2.71452040396407e-06
derep,1379,2,1841946,1.08580816158563e-06
derep,1380,47,1841946,2.55164917972622e-05
derep,1381,149,1841946,8.08927080381292e-05
derep,1382,9,1841946,4.88613672713532e-06
derep,1383,18,1841946,9.77227345427065e-06
derep,1385,3,1841946,1.62871224237844e-06
derep,1386,7,1841946,3.8003285655497e-06
derep,1387,12,1841946,6.51484896951376e-06
derep,1388,2,1841946,1.08580816158563e-06
derep,1389,4,1841946,2.17161632317125e-06
derep,1390,3,1841946,1.62871224237844e-06
derep,1391,5,1841946,2.71452040396407e-06
derep,1392,77,1841946,4.18036142210467e-05
derep,1393,21,1841946,1.14009856966491e-05
derep,1394,6,1841946,3.25742448475688e-06
derep,1395,14,1841946,7.60065713109939e-06
derep,1396,58,1841946,3.14884366859832e-05
derep,1397,6,1841946,3.25742448475688e-06
derep,1398,22,1841946,1.19438897774419e-05
derep,1399,14,1841946,7.60065713109939e-06
derep,1400,18,1841946,9.77227345427065e-06
derep,1401,276,1841946,0.000149841526298817
derep,1402,71,1841946,3.85461897362898e-05
derep,1403,24,1841946,1.30296979390275e-05
derep,1404,177,1841946,9.6094022300328e-05
derep,1405,30,1841946,1.62871224237844e-05
derep,1406,62,1841946,3.36600530091544e-05
derep,1407,22,1841946,1.19438897774419e-05
derep,1408,202,1841946,0.000109666624320148
derep,1409,8,1841946,4.34323264634251e-06
derep,1410,19,1841946,1.03151775350635e-05
derep,1411,14,1841946,7.60065713109939e-06
derep,1412,9,1841946,4.88613672713532e-06
derep,1413,19,1841946,1.03151775350635e-05
derep,1414,9,1841946,4.88613672713532e-06
derep,1415,6,1841946,3.25742448475688e-06
derep,1416,6,1841946,3.25742448475688e-06
derep,1417,16,1841946,8.68646529268502e-06
derep,1418,24,1841946,1.30296979390275e-05
derep,1419,23,1841946,1.24867938582347e-05
derep,1420,31,1841946,1.68300265045772e-05
derep,1421,27,1841946,1.4658410181406e-05
derep,1422,8,1841946,4.34323264634251e-06
derep,1423,9,1841946,4.88613672713532e-06
derep,1424,46,1841946,2.49735877164694e-05
derep,1425,47,1841946,2.55164917972622e-05
derep,1426,46,1841946,2.49735877164694e-05
derep,1427,19,1841946,1.03151775350635e-05
derep,1428,42,1841946,2.28019713932982e-05
derep,1429,26,1841946,1.41155061006132e-05
derep,1430,141,1841946,7.65494753917867e-05
derep,1431,30,1841946,1.62871224237844e-05
derep,1432,21,1841946,1.14009856966491e-05
derep,1433,34,1841946,1.84587387469557e-05
derep,1434,86,1841946,4.6689750948182e-05
derep,1435,34,1841946,1.84587387469557e-05
derep,1436,14,1841946,7.60065713109939e-06
derep,1437,107,1841946,5.80907366448311e-05
derep,1438,15,1841946,8.1435612118922e-06
derep,1439,12,1841946,6.51484896951376e-06
derep,1440,121,1841946,6.56913937759305e-05
derep,1441,8,1841946,4.34323264634251e-06
derep,1442,28,1841946,1.52013142621988e-05
derep,1443,97,1841946,5.26616958369029e-05
derep,1444,133,1841946,7.22062427454442e-05
derep,1445,162,1841946,8.79504610884358e-05
derep,1446,40,1841946,2.17161632317125e-05
derep,1447,23,1841946,1.24867938582347e-05
derep,1448,15,1841946,8.1435612118922e-06
derep,1449,33,1841946,1.79158346661629e-05
derep,1450,290,1841946,0.000157442183429916
derep,1451,21,1841946,1.14009856966491e-05
derep,1452,174,1841946,9.44653100579496e-05
derep,1453,89,1841946,4.83184631905604e-05
derep,1454,38,1841946,2.06303550701269e-05
derep,1455,31,1841946,1.68300265045772e-05
derep,1456,17,1841946,9.22936937347783e-06
derep,1457,15,1841946,8.1435612118922e-06
derep,1458,15,1841946,8.1435612118922e-06
derep,1459,40,1841946,2.17161632317125e-05
derep,1460,8,1841946,4.34323264634251e-06
derep,1461,213,1841946,0.000115638569208869
derep,1462,6,1841946,3.25742448475688e-06
derep,1463,69,1841946,3.74603815747041e-05
derep,1464,420,1841946,0.000228019713932982
derep,1465,10,1841946,5.42904080792814e-06
derep,1466,11,1841946,5.97194488872095e-06
derep,1467,115,1841946,6.24339692911736e-05
derep,1468,13,1841946,7.05775305030658e-06
derep,1469,15,1841946,8.1435612118922e-06
derep,1470,43,1841946,2.3344875474091e-05
derep,1471,30,1841946,1.62871224237844e-05
derep,1472,163,1841946,8.84933651692286e-05
derep,1473,33,1841946,1.79158346661629e-05
derep,1474,104,1841946,5.64620244024526e-05
derep,1475,426,1841946,0.000231277138417739
derep,1476,329,1841946,0.000178615442580836
derep,1477,11,1841946,5.97194488872095e-06
derep,1478,17,1841946,9.22936937347783e-06
derep,1479,11,1841946,5.97194488872095e-06
derep,1480,47,1841946,2.55164917972622e-05
derep,1481,66,1841946,3.58316693323257e-05
derep,1482,50,1841946,2.71452040396407e-05
derep,1483,12,1841946,6.51484896951376e-06
derep,1484,9,1841946,4.88613672713532e-06
derep,1485,34,1841946,1.84587387469557e-05
derep,1486,61,1841946,3.31171489283616e-05
derep,1487,236,1841946,0.000128125363067104
derep,1488,22,1841946,1.19438897774419e-05
derep,1489,7,1841946,3.8003285655497e-06
derep,1490,11,1841946,5.97194488872095e-06
derep,1491,17,1841946,9.22936937347783e-06
derep,1492,18,1841946,9.77227345427065e-06
derep,1493,424,1841946,0.000230191330256153
derep,1494,24,1841946,1.30296979390275e-05
derep,1495,194,1841946,0.000105323391673806
derep,1496,44,1841946,2.38877795548838e-05
derep,1497,89,1841946,4.83184631905604e-05
derep,1498,116,1841946,6.29768733719664e-05
derep,1499,35,1841946,1.90016428277485e-05
derep,1500,34,1841946,1.84587387469557e-05
derep,1501,20,1841946,1.08580816158563e-05
derep,1502,7,1841946,3.8003285655497e-06
derep,1503,76,1841946,4.12607101402538e-05
derep,1504,22,1841946,1.19438897774419e-05
derep,1505,10,1841946,5.42904080792814e-06
derep,1506,38,1841946,2.06303550701269e-05
derep,1507,189,1841946,0.000102608871269842
derep,1508,4,1841946,2.17161632317125e-06
derep,1509,30,1841946,1.62871224237844e-05
derep,1510,55,1841946,2.98597244436048e-05
derep,1511,3,1841946,1.62871224237844e-06
derep,1512,9,1841946,4.88613672713532e-06
derep,1513,8,1841946,4.34323264634251e-06
derep,1514,9,1841946,4.88613672713532e-06
derep,1515,25,1841946,1.35726020198203e-05
derep,1516,7,1841946,3.8003285655497e-06
derep,1517,25,1841946,1.35726020198203e-05
derep,1518,68,1841946,3.69174774939113e-05
derep,1519,25,1841946,1.35726020198203e-05
derep,1520,12,1841946,6.51484896951376e-06
derep,1521,12,1841946,6.51484896951376e-06
derep,1522,9,1841946,4.88613672713532e-06
derep,1523,5,1841946,2.71452040396407e-06
derep,1524,7,1841946,3.8003285655497e-06
derep,1525,25,1841946,1.35726020198203e-05
derep,1526,3,1841946,1.62871224237844e-06
derep,1527,30,1841946,1.62871224237844e-05
derep,1528,289,1841946,0.000156899279349123
derep,1529,15,1841946,8.1435612118922e-06
derep,1530,139,1841946,7.54636672302011e-05
derep,1531,854,1841946,0.000463640084997063
derep,1532,32,1841946,1.737293058537e-05
derep,1533,766,1841946,0.000415864525887295
derep,1534,513,1841946,0.000278509793446713
derep,1535,135,1841946,7.32920509070298e-05
derep,1536,474,1841946,0.000257336534295794
derep,1537,170,1841946,9.22936937347783e-05
derep,1538,15,1841946,8.1435612118922e-06
derep,1539,77,1841946,4.18036142210467e-05
derep,1540,93,1841946,5.04900795137317e-05
derep,1541,10,1841946,5.42904080792814e-06
derep,1542,189,1841946,0.000102608871269842
derep,1543,45,1841946,2.44306836356766e-05
derep,1544,3,1841946,1.62871224237844e-06
derep,1545,132,1841946,7.16633386646514e-05
derep,1546,14,1841946,7.60065713109939e-06
derep,1547,1,1841946,5.42904080792814e-07
derep,1548,32,1841946,1.737293058537e-05
derep,1549,9,1841946,4.88613672713532e-06
derep,1550,4,1841946,2.17161632317125e-06
derep,1551,33,1841946,1.79158346661629e-05
derep,1552,3,1841946,1.62871224237844e-06
derep,1553,1,1841946,5.42904080792814e-07
derep,1554,39,1841946,2.11732591509197e-05
derep,1555,6,1841946,3.25742448475688e-06
derep,1557,26,1841946,1.41155061006132e-05
derep,1558,10,1841946,5.42904080792814e-06
derep,1559,1,1841946,5.42904080792814e-07
derep,1560,7,1841946,3.8003285655497e-06
derep,1561,24,1841946,1.30296979390275e-05
derep,1563,47,1841946,2.55164917972622e-05
derep,1564,3,1841946,1.62871224237844e-06
derep,1566,52,1841946,2.82310122012263e-05
derep,1567,6,1841946,3.25742448475688e-06
derep,1569,28,1841946,1.52013142621988e-05
derep,1570,2,1841946,1.08580816158563e-06
derep,1573,2,1841946,1.08580816158563e-06
derep,1576,1,1841946,5.42904080792814e-07
derep,1579,1,1841946,5.42904080792814e-07
derep,1584,1,1841946,5.42904080792814e-07
derep,1587,1,1841946,5.42904080792814e-07
derep,1593,1,1841946,5.42904080792814e-07
derep,1594,1,1841946,5.42904080792814e-07
derep,1597,1,1841946,5.42904080792814e-07
derep,1599,1,1841946,5.42904080792814e-07
derep,1602,1,1841946,5.42904080792814e-07
derep,1608,1,1841946,5.42904080792814e-07
derep,1982,1,1841946,5.42904080792814e-07
palmer,200,16,1565831,1.0218216397555e-05
palmer,201,374,1565831,0.000238850808292849
palmer,202,9,1565831,5.74774672362471e-06
palmer,203,17,1565831,1.08568549224022e-05
palmer,204,36,1565831,2.29909868944988e-05
palmer,205,14,1565831,8.94093934786066e-06
palmer,206,24,1565831,1.53273245963326e-05
palmer,207,35,1565831,2.23523483696516e-05
palmer,208,14,1565831,8.94093934786066e-06
palmer,209,25,1565831,1.59659631211797e-05
palmer,210,49,1565831,3.12932877175123e-05
palmer,211,31,1565831,1.97977942702629e-05
palmer,212,97,1565831,6.19479369101774e-05
palmer,213,63,1565831,4.0234227065373e-05
palmer,214,20,1565831,1.27727704969438e-05
palmer,215,14,1565831,8.94093934786066e-06
palmer,216,78,1565831,4.98138049380808e-05
palmer,217,20,1565831,1.27727704969438e-05
palmer,218,37,1565831,2.3629625419346e-05
palmer,219,106,1565831,6.76956836338021e-05
palmer,220,106,1565831,6.76956836338021e-05
palmer,221,43,1565831,2.74614565684292e-05
palmer,222,163,1565831,0.000104098079550092
palmer,223,38,1565831,2.42682639441932e-05
palmer,224,47,1565831,3.00160106678179e-05
palmer,225,112,1565831,7.15275147828853e-05
palmer,226,62,1565831,3.95955885405258e-05
palmer,227,74,1565831,4.7259250838692e-05
palmer,228,126,1565831,8.04684541307459e-05
palmer,229,93,1565831,5.93933828107886e-05
palmer,230,64,1565831,4.08728655902201e-05
palmer,231,132,1565831,8.4300285279829e-05
palmer,232,105,1565831,6.70570451089549e-05
palmer,233,63,1565831,4.0234227065373e-05
palmer,234,263,1565831,0.000167961932034811
palmer,235,111,1565831,7.08888762580381e-05
palmer,236,69,1565831,4.40660582144561e-05
palmer,237,201,1565831,0.000128366343494285
palmer,238,110,1565831,7.02502377331909e-05
palmer,239,68,1565831,4.34274196896089e-05
palmer,240,202,1565831,0.000129004982019132
palmer,241,85,1565831,5.42842746120111e-05
palmer,242,72,1565831,4.59819737889977e-05
palmer,243,205,1565831,0.000130920897593674
palmer,244,62,1565831,3.95955885405258e-05
palmer,245,99,1565831,6.32252139598718e-05
palmer,246,147,1565831,9.38798631525369e-05
palmer,247,35,1565831,2.23523483696516e-05
palmer,248,52,1565831,3.32092032920539e-05
palmer,249,482,1565831,0.000307823768976345
palmer,250,101,1565831,6.45024910095662e-05
palmer,251,73,1565831,4.66206123138449e-05
palmer,252,358,1565831,0.000228632591895294
palmer,253,84,1565831,5.36456360871639e-05
palmer,254,122,1565831,7.79139000313572e-05
palmer,255,170,1565831,0.000108568549224022
palmer,256,95,1565831,6.0670659860483e-05
palmer,257,123,1565831,7.85525385562043e-05
palmer,258,518,1565831,0.000330814755870844
palmer,259,148,1565831,9.45185016773841e-05
palmer,260,262,1565831,0.000167323293509964
palmer,261,649,1565831,0.000414476402625826
palmer,262,130,1565831,8.30230082301347e-05
palmer,263,225,1565831,0.000143693668090618
palmer,264,1278,1565831,0.000816180034754709
palmer,265,241,1565831,0.000153911884488173
palmer,266,251,1565831,0.000160298269736645
palmer,267,1337,1565831,0.000853859707720693
palmer,268,206,1565831,0.000131559536118521
palmer,269,351,1565831,0.000224162122221364
palmer,270,865,1565831,0.000552422323992819
palmer,271,166,1565831,0.000106013995124633
palmer,272,304,1565831,0.000194146111553546
palmer,273,357,1565831,0.000227993953370447
palmer,274,418,1565831,0.000266950903386125
palmer,275,646,1565831,0.000412560487051285
palmer,276,1266,1565831,0.000808516372456542
palmer,277,429,1565831,0.000273975927159444
palmer,278,496,1565831,0.000316764708324206
palmer,279,2263,1565831,0.00144523898172919
palmer,280,577,1565831,0.000368494428836828
palmer,281,1074,1565831,0.000685897775685882
palmer,282,2956,1565831,0.00188781547944829
palmer,283,1521,1565831,0.000971369196292576
palmer,284,1147,1565831,0.000732518387999727
palmer,285,1812,1565831,0.00115721300702311
palmer,286,586,1565831,0.000374242175560453
palmer,287,802,1565831,0.000512188096927446
palmer,288,4773,1565831,0.00304822167909564
palmer,289,497,1565831,0.000317403346849053
palmer,290,995,1565831,0.000635445332222954
palmer,291,1555,1565831,0.00099308290613738
palmer,292,658,1565831,0.000420224149349451
palmer,293,1296,1565831,0.000827675528201958
palmer,294,4526,1565831,0.00289047796345838
palmer,295,1364,1565831,0.000871102947891567
palmer,296,641,1565831,0.000409367294427049
palmer,297,2581,1565831,0.0016483260326306
palmer,298,742,1565831,0.000473869785436615
palmer,299,673,1565831,0.000429803727222159
palmer,300,2263,1565831,0.00144523898172919
palmer,301,252,1565831,0.000160936908261492
palmer,302,526,1565831,0.000335923864069622
palmer,303,3329,1565831,0.00212602764921629
palmer,304,846,1565831,0.000540288192020723
palmer,305,971,1565831,0.000620118007626621
palmer,306,13796,1565831,0.00881065708879183
palmer,307,1898,1565831,0.00121213592015997
palmer,308,1156,1565831,0.000738266134723351
palmer,309,25721,1565831,0.0164264214975946
palmer,310,2325,1565831,0.00148483457026972
palmer,311,3271,1565831,0.00208898661477516
palmer,312,2433,1565831,0.00155380753095321
palmer,313,679,1565831,0.000433635558371242
palmer,314,972,1565831,0.000620756646151468
palmer,315,2546,1565831,0.00162597368426095
palmer,316,1321,1565831,0.000843641491323138
palmer,317,2767,1565831,0.00176711279825217
palmer,318,57796,1565831,0.0369107521820682
palmer,319,150658,1565831,0.0962160028764279
palmer,320,3957,1565831,0.00252709264282033
palmer,321,1098,1565831,0.000701225100282214
palmer,322,620,1565831,0.000395955885405258
palmer,323,365,1565831,0.000233103061569224
palmer,324,278,1565831,0.000177541509907519
palmer,325,77,1565831,4.91751664132336e-05
palmer,326,49,1565831,3.12932877175123e-05
palmer,327,116,1565831,7.4082068882274e-05
palmer,328,49,1565831,3.12932877175123e-05
palmer,329,74,1565831,4.7259250838692e-05
palmer,330,126,1565831,8.04684541307459e-05
palmer,331,105,1565831,6.70570451089549e-05
palmer,332,81,1565831,5.17297205126224e-05
palmer,333,110,1565831,7.02502377331909e-05
palmer,334,51,1565831,3.25705647672067e-05
palmer,335,40,1565831,2.55455409938876e-05
palmer,336,98,1565831,6.25865754350246e-05
palmer,337,21,1565831,1.3411409021791e-05
palmer,338,41,1565831,2.61841795187348e-05
palmer,339,72,1565831,4.59819737889977e-05
palmer,340,32,1565831,2.04364327951101e-05
palmer,341,21,1565831,1.3411409021791e-05
palmer,342,44,1565831,2.81000950932764e-05
palmer,343,22,1565831,1.40500475466382e-05
palmer,344,19,1565831,1.21341319720966e-05
palmer,345,35,1565831,2.23523483696516e-05
palmer,346,13,1565831,8.30230082301347e-06
palmer,347,14,1565831,8.94093934786066e-06
palmer,348,38,1565831,2.42682639441932e-05
palmer,349,17,1565831,1.08568549224022e-05
palmer,350,32,1565831,2.04364327951101e-05
palmer,351,73,1565831,4.66206123138449e-05
palmer,352,32,1565831,2.04364327951101e-05
palmer,353,21,1565831,1.3411409021791e-05
palmer,354,36,1565831,2.29909868944988e-05
palmer,355,22,1565831,1.40500475466382e-05
palmer,356,25,1565831,1.59659631211797e-05
palmer,357,39,1565831,2.49069024690404e-05
palmer,358,86,1565831,5.49229131368583e-05
palmer,359,21,1565831,1.3411409021791e-05
palmer,360,68,1565831,4.34274196896089e-05
palmer,361,46,1565831,2.93773721429707e-05
palmer,362,46,1565831,2.93773721429707e-05
palmer,363,61,1565831,3.89569500156786e-05
palmer,364,30,1565831,1.91591557454157e-05
palmer,365,23,1565831,1.46886860714854e-05
palmer,366,89,1565831,5.68388287113999e-05
palmer,367,34,1565831,2.17137098448045e-05
palmer,368,32,1565831,2.04364327951101e-05
palmer,369,54,1565831,3.44864803417482e-05
palmer,370,46,1565831,2.93773721429707e-05
palmer,371,29,1565831,1.85205172205685e-05
palmer,372,46,1565831,2.93773721429707e-05
palmer,373,34,1565831,2.17137098448045e-05
palmer,374,48,1565831,3.06546491926651e-05
palmer,375,58,1565831,3.7041034441137e-05
palmer,376,44,1565831,2.81000950932764e-05
palmer,377,49,1565831,3.12932877175123e-05
palmer,378,61,1565831,3.89569500156786e-05
palmer,379,59,1565831,3.76796729659842e-05
palmer,380,36,1565831,2.29909868944988e-05
palmer,381,134,1565831,8.55775623295234e-05
palmer,382,44,1565831,2.81000950932764e-05
palmer,383,35,1565831,2.23523483696516e-05
palmer,384,77,1565831,4.91751664132336e-05
palmer,385,30,1565831,1.91591557454157e-05
palmer,386,41,1565831,2.61841795187348e-05
palmer,387,120,1565831,7.66366229816628e-05
palmer,388,45,1565831,2.87387336181235e-05
palmer,389,33,1565831,2.10750713199573e-05
palmer,390,56,1565831,3.57637573914426e-05
palmer,391,37,1565831,2.3629625419346e-05
palmer,392,37,1565831,2.3629625419346e-05
palmer,393,59,1565831,3.76796729659842e-05
palmer,394,40,1565831,2.55455409938876e-05
palmer,395,46,1565831,2.93773721429707e-05
palmer,396,67,1565831,4.27887811647617e-05
palmer,397,29,1565831,1.85205172205685e-05
palmer,398,43,1565831,2.74614565684292e-05
palmer,399,79,1565831,5.0452443462928e-05
palmer,400,39,1565831,2.49069024690404e-05
palmer,401,68,1565831,4.34274196896089e-05
palmer,402,126,1565831,8.04684541307459e-05
palmer,403,454,1565831,0.000289941890280624
palmer,404,47,1565831,3.00160106678179e-05
palmer,405,99,1565831,6.32252139598718e-05
palmer,406,88,1565831,5.62001901865527e-05
palmer,407,4095,1565831,0.00261522475924924
palmer,408,106,1565831,6.76956836338021e-05
palmer,409,42,1565831,2.6822818043582e-05
palmer,410,37,1565831,2.3629625419346e-05
palmer,411,98,1565831,6.25865754350246e-05
palmer,412,40,1565831,2.55455409938876e-05
palmer,413,35,1565831,2.23523483696516e-05
palmer,414,94,1565831,6.00320213356358e-05
palmer,415,107,1565831,6.83343221586493e-05
palmer,416,74,1565831,4.7259250838692e-05
palmer,417,142,1565831,9.0686670528301e-05
palmer,418,86,1565831,5.49229131368583e-05
palmer,419,184,1565831,0.000117509488571883
palmer,420,175,1565831,0.000111761741848258
palmer,421,384,1565831,0.000245237193541321
palmer,422,149,1565831,9.51571402022313e-05
palmer,423,93,1565831,5.93933828107886e-05
palmer,424,44,1565831,2.81000950932764e-05
palmer,425,87,1565831,5.55615516617055e-05
palmer,426,238,1565831,0.000151995968913631
palmer,427,34,1565831,2.17137098448045e-05
palmer,428,50,1565831,3.19319262423595e-05
palmer,429,140,1565831,8.94093934786066e-05
palmer,430,47,1565831,3.00160106678179e-05
palmer,431,36,1565831,2.29909868944988e-05
palmer,432,121,1565831,7.727526150651e-05
palmer,433,98,1565831,6.25865754350246e-05
palmer,434,38,1565831,2.42682639441932e-05
palmer,435,126,1565831,8.04684541307459e-05
palmer,436,44,1565831,2.81000950932764e-05
palmer,437,37,1565831,2.3629625419346e-05
palmer,438,98,1565831,6.25865754350246e-05
palmer,439,51,1565831,3.25705647672067e-05
palmer,440,71,1565831,4.53433352641505e-05
palmer,441,146,1565831,9.32412246276897e-05
palmer,442,53,1565831,3.38478418169011e-05
palmer,443,54,1565831,3.44864803417482e-05
palmer,444,183,1565831,0.000116870850047036
palmer,445,62,1565831,3.95955885405258e-05
palmer,446,84,1565831,5.36456360871639e-05
palmer,447,230,1565831,0.000146886860714854
palmer,448,66,1565831,4.21501426399145e-05
palmer,449,82,1565831,5.23683590374696e-05
palmer,450,228,1565831,0.000145609583665159
palmer,451,88,1565831,5.62001901865527e-05
palmer,452,132,1565831,8.4300285279829e-05
palmer,453,326,1565831,0.000208196159100184
palmer,454,109,1565831,6.96115992083437e-05
palmer,455,157,1565831,0.000100266248401009
palmer,456,428,1565831,0.000273337288634597
palmer,457,133,1565831,8.49389238046762e-05
palmer,458,162,1565831,0.000103459441025245
palmer,459,402,1565831,0.00025673268698857
palmer,460,116,1565831,7.4082068882274e-05
palmer,461,145,1565831,9.26025861028425e-05
palmer,462,558,1565831,0.000356360296864732
palmer,463,143,1565831,9.13253090531481e-05
palmer,464,215,1565831,0.000137307282842146
palmer,465,459,1565831,0.00029313508290486
palmer,466,151,1565831,9.64344172519257e-05
palmer,467,129,1565831,8.23843697052875e-05
palmer,468,659,1565831,0.000420862787874298
palmer,469,145,1565831,9.26025861028425e-05
palmer,470,151,1565831,9.64344172519257e-05
palmer,471,464,1565831,0.000296328275529096
palmer,472,156,1565831,9.96276098761616e-05
palmer,473,175,1565831,0.000111761741848258
palmer,474,500,1565831,0.000319319262423595
palmer,475,180,1565831,0.000114954934472494
palmer,476,191,1565831,0.000121979958245813
palmer,477,408,1565831,0.000260564518137653
palmer,478,152,1565831,9.70730557767728e-05
palmer,479,122,1565831,7.79139000313572e-05
palmer,480,475,1565831,0.000303353299302415
palmer,481,114,1565831,7.28047918325796e-05
palmer,482,155,1565831,9.89889713513144e-05
palmer,483,283,1565831,0.000180734702531755
palmer,484,120,1565831,7.66366229816628e-05
palmer,485,88,1565831,5.62001901865527e-05
palmer,486,245,1565831,0.000156466438587561
palmer,487,110,1565831,7.02502377331909e-05
palmer,488,107,1565831,6.83343221586493e-05
palmer,489,213,1565831,0.000136030005792451
palmer,490,119,1565831,7.59979844568156e-05
palmer,491,81,1565831,5.17297205126224e-05
palmer,492,185,1565831,0.00011814812709673
palmer,493,73,1565831,4.66206123138449e-05
palmer,494,69,1565831,4.40660582144561e-05
palmer,495,204,1565831,0.000130282259068827
palmer,496,97,1565831,6.19479369101774e-05
palmer,497,124,1565831,7.91911770810515e-05
palmer,498,205,1565831,0.000130920897593674
palmer,499,69,1565831,4.40660582144561e-05
palmer,500,53,1565831,3.38478418169011e-05
palmer,501,353,1565831,0.000225439399271058
palmer,502,135,1565831,8.62162008543706e-05
palmer,503,112,1565831,7.15275147828853e-05
palmer,504,559,1565831,0.000356998935389579
palmer,505,123,1565831,7.85525385562043e-05
palmer,506,121,1565831,7.727526150651e-05
palmer,507,621,1565831,0.000396594523930105
palmer,508,159,1565831,0.000101543525450703
palmer,509,199,1565831,0.000127089066444591
palmer,510,1990,1565831,0.00127089066444591
palmer,511,211,1565831,0.000134752728742757
palmer,512,260,1565831,0.000166046016460269
palmer,513,2868,1565831,0.00183161528926174
palmer,514,343,1565831,0.000219053014022586
palmer,515,308,1565831,0.000196700665652934
palmer,516,3171,1565831,0.00202512276229044
palmer,517,320,1565831,0.000204364327951101
palmer,518,276,1565831,0.000176264232857824
palmer,519,3251,1565831,0.00207621384427821
palmer,520,312,1565831,0.000199255219752323
palmer,521,343,1565831,0.000219053014022586
palmer,522,4166,1565831,0.00266056809451339
palmer,523,347,1565831,0.000221607568121975
palmer,524,410,1565831,0.000261841795187348
