Dataset,length,lengthCounts,nObs,pObs
raw,445,371,3175054,0.000116848406357813
raw,446,72,3175054,2.2676779670519e-05
raw,447,119,3175054,3.74796775109967e-05
raw,448,82,3175054,2.58263324025355e-05
raw,449,534,3175054,0.000168186115889682
raw,450,333,3175054,0.00010488010597615
raw,451,1567,3175054,0.00049353491310699
raw,452,519,3175054,0.000163461786791658
raw,453,216,3175054,6.8030339011557e-05
raw,454,77,3175054,2.42515560365273e-05
raw,455,225,3175054,7.08649364703718e-05
raw,456,233,3175054,7.33845786559851e-05
raw,457,182,3175054,5.73218597227008e-05
raw,458,415,3175054,0.000130706438378686
raw,459,156,3175054,4.91330226194578e-05
raw,460,322,3175054,0.000101415597970932
raw,461,189,3175054,5.95265466351124e-05
raw,462,475,3175054,0.000149603754770785
raw,463,204,3175054,6.42508757331371e-05
raw,464,387,3175054,0.00012188769072904
raw,465,388,3175054,0.000122202646002241
raw,466,160,3175054,5.03928437122644e-05
raw,467,239,3175054,7.5274310295195e-05
raw,468,458,3175054,0.000144249515126357
raw,469,446,3175054,0.000140470051847937
raw,470,342,3175054,0.000107714703434965
raw,471,321,3175054,0.00010110064269773
raw,472,875,3175054,0.000275585864051446
raw,473,125,3175054,3.93694091502066e-05
raw,474,237,3175054,7.46443997487917e-05
raw,475,152,3175054,4.78732015266512e-05
raw,476,231,3175054,7.27546681095818e-05
raw,477,189,3175054,5.95265466351124e-05
raw,478,228,3175054,7.18098022899768e-05
raw,479,116,3175054,3.65348116913917e-05
raw,480,340,3175054,0.000107084792888562
raw,481,447,3175054,0.000140785007121139
raw,482,123,3175054,3.87394986038033e-05
raw,483,202,3175054,6.36209651867338e-05
raw,484,133,3175054,4.18890513358198e-05
raw,485,71,3175054,2.23618243973173e-05
raw,486,93,3175054,2.92908404077537e-05
raw,487,356,3175054,0.000112124077259788
raw,488,89,3175054,2.80310193149471e-05
raw,489,144,3175054,4.5353559341038e-05
raw,490,126,3175054,3.96843644234082e-05
raw,491,151,3175054,4.75582462534495e-05
raw,492,105,3175054,3.30703036861735e-05
raw,493,425,3175054,0.000133855991110702
raw,494,408,3175054,0.000128501751466274
raw,495,143,3175054,4.50386040678363e-05
raw,496,236,3175054,7.432944447559e-05
raw,497,102,3175054,3.21254378665686e-05
raw,498,198,3175054,6.23611440939272e-05
raw,499,149,3175054,4.69283357070462e-05
raw,500,258,3175054,8.12584604860264e-05
raw,501,239,3175054,7.5274310295195e-05
raw,502,211,3175054,6.64555626455487e-05
raw,503,147,3175054,4.62984251606429e-05
raw,504,215,3175054,6.77153837383553e-05
raw,505,632,3175054,0.000199051732663444
raw,506,162,3175054,5.10227542586677e-05
raw,507,119,3175054,3.74796775109967e-05
raw,508,165,3175054,5.19676200782727e-05
raw,509,206,3175054,6.48807862795404e-05
raw,510,305,3175054,9.6061358326504e-05
raw,511,620,3175054,0.000195272269385025
raw,512,385,3175054,0.000121257780182636
raw,513,467,3175054,0.000147084112585172
raw,514,727,3175054,0.000228972483617601
raw,515,709,3175054,0.000223303288699972
raw,516,906,3175054,0.000285349477520697
raw,517,362,3175054,0.000114013808898998
raw,518,732,3175054,0.00023054725998361
raw,519,809,3175054,0.000254798816020137
raw,520,530,3175054,0.000166926294796876
raw,521,419,3175054,0.000131966259471492
raw,522,612,3175054,0.000192752627199411
raw,523,465,3175054,0.000146454202038768
raw,524,718,3175054,0.000226137886158787
raw,525,1108,3175054,0.000348970442707431
raw,526,417,3175054,0.000131336348925089
raw,527,431,3175054,0.000135745722749912
raw,528,799,3175054,0.00025164926328812
raw,529,662,3175054,0.000208500390859494
raw,530,544,3175054,0.000171335668621699
raw,531,701,3175054,0.000220783646514358
raw,532,953,3175054,0.000300152375361175
raw,533,351,3175054,0.00011054930089378
raw,534,1476,3175054,0.000464873983245639
raw,535,520,3175054,0.000163776742064859
raw,536,687,3175054,0.000216374272689535
raw,537,1632,3175054,0.000514007005865097
raw,538,659,3175054,0.000207555525039889
raw,539,519,3175054,0.000163461786791658
raw,540,1428,3175054,0.00044975613013196
raw,541,882,3175054,0.000277790550963858
raw,542,552,3175054,0.000173855310807312
raw,543,1694,3175054,0.0005335342328036
raw,544,548,3175054,0.000172595489714506
raw,545,1058,3175054,0.000333222679047349
raw,546,1183,3175054,0.000372592088197555
raw,547,620,3175054,0.000195272269385025
raw,548,1033,3175054,0.000325348797217307
raw,549,1521,3175054,0.000479046970539714
raw,550,3055,3175054,0.000962188359631049
raw,551,1243,3175054,0.000391489404589654
raw,552,1077,3175054,0.00033920682923818
raw,553,876,3175054,0.000275900819324648
raw,554,896,3175054,0.000282199924788681
raw,555,1271,3175054,0.0004003081522393
raw,556,894,3175054,0.000281570014242277
raw,557,1582,3175054,0.000498259242205014
raw,558,1273,3175054,0.000400938062785704
raw,559,1155,3175054,0.000363773340547909
raw,560,1046,3175054,0.000329443215768929
raw,561,1241,3175054,0.000390859494043251
raw,562,2068,3175054,0.000651327504981018
raw,563,2147,3175054,0.000676208971563948
raw,564,2140,3175054,0.000674004284651537
raw,565,2071,3175054,0.000652272370800623
raw,566,2215,3175054,0.000697625930141661
raw,567,1634,3175054,0.0005146369164115
raw,568,2727,3175054,0.000858883030020907
raw,569,1240,3175054,0.000390544538770049
raw,570,1205,3175054,0.000379521104207991
raw,571,2261,3175054,0.000712113872708937
raw,572,835,3175054,0.00026298765312338
raw,573,1838,3175054,0.000578887792144638
raw,574,1597,3175054,0.000502983571303039
raw,575,3085,3175054,0.000971637017827098
raw,576,3479,3175054,0.00109572939546855
raw,577,2604,3175054,0.000820143531417103
raw,578,3219,3175054,0.00101384102443612
raw,579,3651,3175054,0.00114990170245923
raw,580,4028,3175054,0.00126863984045626
raw,581,3611,3175054,0.00113730349153117
raw,582,2043,3175054,0.000643453623150976
raw,583,2683,3175054,0.000845024998000034
raw,584,3171,3175054,0.000998723171322441
raw,585,2590,3175054,0.00081573415759228
raw,586,1132,3175054,0.000356529369264271
raw,587,1594,3175054,0.000502038705483434
raw,588,2855,3175054,0.000899197304990718
raw,589,1734,3175054,0.000546132443731666
raw,590,9802,3175054,0.0030871915879226
raw,591,3162,3175054,0.000995888573863626
raw,592,4513,3175054,0.00142139314795906
raw,593,5096,3175054,0.00160501207223562
raw,594,2370,3175054,0.000746443997487917
raw,595,1389,3175054,0.000437472874477096
raw,596,1311,3175054,0.000412906363167367
raw,597,1991,3175054,0.00062707594894449
raw,598,825,3175054,0.000259838100391363
raw,599,1071,3175054,0.00033731709759897
raw,600,5091,3175054,0.00160343729586961
raw,601,2567,3175054,0.000808490186308642
raw,602,1555,3175054,0.00048975544982857
raw,603,8053,3175054,0.00253633481509291
raw,604,2490,3175054,0.000784238630272115
raw,605,1895,3175054,0.000596840242717132
raw,606,7096,3175054,0.00223492261863893
raw,607,1577,3175054,0.000496684465839006
raw,608,1801,3175054,0.000567234447036176
raw,609,5916,3175054,0.00186327539626098
raw,610,7800,3175054,0.00245665113097289
raw,611,2103,3175054,0.000662350939543076
raw,612,2659,3175054,0.000837466071443194
raw,613,10350,3175054,0.0032597870776371
raw,614,4393,3175054,0.00138359851517486
raw,615,9946,3175054,0.00313254514726364
raw,616,6483,3175054,0.00204185503616631
raw,617,1221,3175054,0.000384560388579218
raw,618,12439,3175054,0.00391772864335536
raw,619,12657,3175054,0.00398638889291332
raw,620,2075,3175054,0.000653532191893429
raw,621,23258,3175054,0.00732522974412404
raw,622,12396,3175054,0.00390418556660769
raw,623,1211,3175054,0.000381410835847201
raw,624,14148,3175054,0.00445598720525698
raw,625,4728,3175054,0.00148910853169741
raw,626,2587,3175054,0.000814789291772675
raw,627,34421,3175054,0.0108410754588741
raw,628,6633,3175054,0.00208909832714656
raw,629,4541,3175054,0.0014302118956087
raw,630,125706,3175054,0.0395917675730869
raw,631,13441,3175054,0.00423331382710341
raw,632,38146,3175054,0.0120142838515502
raw,633,140698,3175054,0.0443135770289261
raw,634,19446,3175054,0.00612462024267934
raw,635,26865,3175054,0.0084612734145624
raw,636,347837,3175054,0.109553097364643
raw,637,32572,3175054,0.0102587231587242
raw,638,25899,3175054,0.0081570266206496
raw,639,115130,3175054,0.0362608006037063
raw,640,20410,3175054,0.00642823712604573
raw,641,20235,3175054,0.00637311995323544
raw,642,20832,3175054,0.00656114825133683
raw,643,25354,3175054,0.0079853759967547
raw,644,5424,3175054,0.00170831740184576
raw,645,6994,3175054,0.00220279718077236
raw,646,9924,3175054,0.0031256161312532
raw,647,1047,3175054,0.00032975817104213
raw,648,7475,3175054,0.00235429066718235
raw,649,13011,3175054,0.0040978830596267
raw,650,4235,3175054,0.001333835582009
raw,651,22703,3175054,0.00715042956749712
raw,652,8044,3175054,0.00253350021763409
raw,653,2278,3175054,0.000717468112353365
raw,654,13702,3175054,0.00431551715340904
raw,655,17955,3175054,0.00565502193033567
raw,656,1693,3175054,0.000533219277530398
raw,657,55337,3175054,0.0174286799531599
raw,658,1157947,3175054,0.364701513738034
raw,659,20821,3175054,0.00655768374333161
raw,660,42162,3175054,0.0132791442287281
raw,661,53531,3175054,0.0168598707297577
raw,662,2559,3175054,0.000805970544123029
raw,663,2424,3175054,0.000763451582240806
raw,664,23925,3175054,0.00753530491134954
raw,665,3794,3175054,0.00119494030652707
raw,666,3146,3175054,0.000990849289492399
raw,667,10279,3175054,0.00323742525323979
raw,668,627,3175054,0.000197476956297436
raw,669,915,3175054,0.000288184074979512
raw,670,10849,3175054,0.00341694975896473
raw,671,3369,3175054,0.00106108431541637
raw,672,643,3175054,0.000202516240668663
raw,673,22212,3175054,0.00699578652835511
raw,674,1227,3175054,0.000386450120218428
raw,675,2741,3175054,0.00086329240384573
raw,676,28426,3175054,0.00895291859603018
raw,677,1006,3175054,0.000316845004840863
raw,678,1687,3175054,0.000531329545891188
raw,679,657,3175054,0.000206925614493486
raw,680,8720,3175054,0.00274640998231841
raw,681,806,3175054,0.000253853950200532
raw,682,5294,3175054,0.00166737321632955
raw,683,1811,3175054,0.000570383999768193
raw,684,667,3175054,0.000210075167225502
raw,685,11167,3175054,0.00351710553584285
raw,686,642,3175054,0.000202201285395461
raw,687,819,3175054,0.000257948368752154
raw,688,724,3175054,0.000228027617797996
raw,689,616,3175054,0.000194012448292218
raw,690,1107,3175054,0.000348655487434229
raw,691,383,3175054,0.000120627869636233
raw,692,131,3175054,4.12591407894165e-05
raw,693,139,3175054,4.37787829750297e-05
raw,694,406,3175054,0.000127871840919871
raw,695,363,3175054,0.0001143287641722
raw,696,458,3175054,0.000144249515126357
raw,697,12690,3175054,0.00399678241692897
raw,698,143,3175054,4.50386040678363e-05
raw,699,1438,3175054,0.000452905682863976
raw,700,5511,3175054,0.00173571851061431
raw,701,798,3175054,0.000251334308014919
raw,702,122,3175054,3.84245433306016e-05
raw,703,1418,3175054,0.000446606577399943
raw,704,336,3175054,0.000105824971795755
raw,705,69,3175054,2.1731913850914e-05
raw,706,675,3175054,0.000212594809411116
raw,707,203,3175054,6.39359204599355e-05
raw,708,304,3175054,9.57464030533024e-05
raw,709,185,3175054,5.82667255423057e-05
raw,710,138,3175054,4.34638277018281e-05
raw,711,169,3175054,5.32274411710793e-05
raw,712,225,3175054,7.08649364703718e-05
raw,713,224,3175054,7.05499811971702e-05
raw,714,540,3175054,0.000170075847528892
raw,715,243,3175054,7.65341313880016e-05
raw,716,123,3175054,3.87394986038033e-05
raw,717,261,3175054,8.22033263056313e-05
raw,718,55,3175054,1.73225400260909e-05
raw,719,35,3175054,1.10234345620578e-05
raw,720,170,3175054,5.3542396444281e-05
raw,721,31,3175054,9.76361346925123e-06
raw,722,14,3175054,4.40937382482314e-06
raw,723,398,3175054,0.000125352198734258
raw,724,42,3175054,1.32281214744694e-05
raw,725,415,3175054,0.000130706438378686
raw,726,816,3175054,0.000257003502932549
raw,727,36,3175054,1.13383898352595e-05
raw,728,18,3175054,5.66919491762975e-06
raw,729,5355,3175054,0.00168658548799485
raw,730,18,3175054,5.66919491762975e-06
raw,731,132,3175054,4.15740960626181e-05
raw,732,478,3175054,0.00015054862059039
raw,733,10,3175054,3.14955273201653e-06
raw,734,74,3175054,2.33066902169223e-05
raw,735,733,3175054,0.000230862215256811
raw,736,7,3175054,2.20468691241157e-06
raw,737,16,3175054,5.03928437122644e-06
raw,738,21,3175054,6.61406073723471e-06
raw,739,47,3175054,1.48028978404777e-05
raw,740,159,3175054,5.00778884390628e-05
raw,741,126,3175054,3.96843644234082e-05
raw,742,6,3175054,1.88973163920992e-06
raw,743,9,3175054,2.83459745881487e-06
raw,744,222,3175054,6.99200706507669e-05
raw,745,223,3175054,7.02350259239685e-05
raw,746,108,3175054,3.40151695057785e-05
raw,747,40,3175054,1.25982109280661e-05
raw,748,1257,3175054,0.000395898778414477
raw,749,20,3175054,6.29910546403305e-06
raw,750,13,3175054,4.09441855162148e-06
raw,751,143,3175054,4.50386040678363e-05
raw,752,149,3175054,4.69283357070462e-05
raw,753,20,3175054,6.29910546403305e-06
raw,754,74,3175054,2.33066902169223e-05
raw,755,55,3175054,1.73225400260909e-05
raw,756,3243,3175054,0.00102139995099296
raw,757,35,3175054,1.10234345620578e-05
raw,758,35,3175054,1.10234345620578e-05
raw,759,146,3175054,4.59834698874413e-05
raw,760,57,3175054,1.79524505724942e-05
raw,761,17,3175054,5.35423964442809e-06
raw,762,227,3175054,7.14948470167751e-05
raw,763,65,3175054,2.04720927581074e-05
raw,764,95,3175054,2.9920750954157e-05
raw,765,16,3175054,5.03928437122644e-06
raw,766,240,3175054,7.55892655683966e-05
raw,767,134,3175054,4.22040066090215e-05
raw,768,125,3175054,3.93694091502066e-05
raw,769,19,3175054,5.9841501908314e-06
raw,770,22,3175054,6.92901601043636e-06
raw,771,37,3175054,1.16533451084611e-05
raw,772,92,3175054,2.8975885134552e-05
raw,773,34,3175054,1.07084792888562e-05
raw,774,60,3175054,1.88973163920992e-05
raw,775,13,3175054,4.09441855162148e-06
raw,776,11,3175054,3.46450800521818e-06
raw,777,15,3175054,4.72432909802479e-06
raw,778,11,3175054,3.46450800521818e-06
raw,779,19,3175054,5.9841501908314e-06
raw,780,88,3175054,2.77160640417454e-05
raw,781,11,3175054,3.46450800521818e-06
raw,782,40,3175054,1.25982109280661e-05
raw,783,34,3175054,1.07084792888562e-05
raw,784,15,3175054,4.72432909802479e-06
raw,785,14,3175054,4.40937382482314e-06
raw,786,56,3175054,1.76374952992925e-05
raw,787,16,3175054,5.03928437122644e-06
raw,788,12,3175054,3.77946327841983e-06
raw,789,14,3175054,4.40937382482314e-06
raw,790,103,3175054,3.24403931397702e-05
raw,791,6,3175054,1.88973163920992e-06
raw,792,42,3175054,1.32281214744694e-05
raw,793,67,3175054,2.11020033045107e-05
raw,794,16,3175054,5.03928437122644e-06
raw,795,53,3175054,1.66926294796876e-05
raw,796,19,3175054,5.9841501908314e-06
raw,797,14,3175054,4.40937382482314e-06
raw,798,36,3175054,1.13383898352595e-05
raw,799,98,3175054,3.0865616773762e-05
raw,800,11,3175054,3.46450800521818e-06
raw,801,37,3175054,1.16533451084611e-05
raw,802,53,3175054,1.66926294796876e-05
raw,803,94,3175054,2.96057956809553e-05
raw,804,64,3175054,2.01571374849058e-05
raw,805,274,3175054,8.62977448572528e-05
raw,806,219,3175054,6.89752048311619e-05
raw,807,463,3175054,0.000145824291492365
raw,808,6,3175054,1.88973163920992e-06
raw,809,58,3175054,1.82674058456959e-05
raw,810,210,3175054,6.61406073723471e-05
raw,811,117,3175054,3.68497669645934e-05
raw,812,61,3175054,1.92122716653008e-05
raw,813,17,3175054,5.35423964442809e-06
raw,814,378,3175054,0.000119053093270225
raw,815,190,3175054,5.9841501908314e-05
raw,816,88,3175054,2.77160640417454e-05
raw,817,516,3175054,0.000162516920972053
raw,818,56,3175054,1.76374952992925e-05
raw,819,145,3175054,4.56685146142396e-05
raw,820,67,3175054,2.11020033045107e-05
raw,821,12,3175054,3.77946327841983e-06
raw,822,12,3175054,3.77946327841983e-06
raw,823,56,3175054,1.76374952992925e-05
raw,824,101,3175054,3.18104825933669e-05
raw,825,357,3175054,0.00011243903253299
raw,826,36,3175054,1.13383898352595e-05
raw,827,20,3175054,6.29910546403305e-06
raw,828,5544,3175054,0.00174611203462996
raw,829,6029,3175054,0.00189886534213276
raw,830,35,3175054,1.10234345620578e-05
raw,831,11,3175054,3.46450800521818e-06
raw,832,18,3175054,5.66919491762975e-06
raw,833,67,3175054,2.11020033045107e-05
raw,834,2,3175054,6.29910546403305e-07
raw,835,21,3175054,6.61406073723471e-06
raw,836,25,3175054,7.87388183004132e-06
raw,837,8,3175054,2.51964218561322e-06
raw,838,218,3175054,6.86602495579603e-05
raw,839,7,3175054,2.20468691241157e-06
raw,840,321,3175054,0.00010110064269773
raw,841,33,3175054,1.03935240156545e-05
raw,842,25,3175054,7.87388183004132e-06
raw,843,9,3175054,2.83459745881487e-06
raw,844,3,3175054,9.44865819604958e-07
raw,845,216,3175054,6.8030339011557e-05
raw,846,141,3175054,4.4408693521433e-05
raw,847,7,3175054,2.20468691241157e-06
raw,848,483,3175054,0.000152123396956398
raw,849,53,3175054,1.66926294796876e-05
raw,850,258,3175054,8.12584604860264e-05
raw,851,2149,3175054,0.000676838882110351
raw,852,13,3175054,4.09441855162148e-06
raw,853,8,3175054,2.51964218561322e-06
raw,854,45,3175054,1.41729872940744e-05
raw,855,44,3175054,1.38580320208727e-05
raw,856,122,3175054,3.84245433306016e-05
raw,857,78,3175054,2.45665113097289e-05
raw,858,9,3175054,2.83459745881487e-06
raw,859,6,3175054,1.88973163920992e-06
raw,860,13,3175054,4.09441855162148e-06
raw,861,13,3175054,4.09441855162148e-06
raw,862,4962,3175054,0.0015628080656266
raw,863,32890,3175054,0.0103588789356024
raw,864,73,3175054,2.29917349437206e-05
raw,865,9,3175054,2.83459745881487e-06
raw,866,8,3175054,2.51964218561322e-06
raw,867,24,3175054,7.55892655683966e-06
raw,868,116,3175054,3.65348116913917e-05
raw,869,209,3175054,6.58256520991454e-05
raw,870,34,3175054,1.07084792888562e-05
raw,871,9,3175054,2.83459745881487e-06
raw,872,12,3175054,3.77946327841983e-06
raw,873,52,3175054,1.63776742064859e-05
raw,874,91,3175054,2.86609298613504e-05
raw,875,53,3175054,1.66926294796876e-05
raw,876,1190,3175054,0.000374796775109967
raw,877,136,3175054,4.28339171554248e-05
raw,878,6,3175054,1.88973163920992e-06
raw,879,7,3175054,2.20468691241157e-06
raw,880,12,3175054,3.77946327841983e-06
raw,881,12,3175054,3.77946327841983e-06
raw,882,10,3175054,3.14955273201653e-06
raw,883,4,3175054,1.25982109280661e-06
raw,884,8,3175054,2.51964218561322e-06
raw,885,38,3175054,1.19683003816628e-05
raw,886,18,3175054,5.66919491762975e-06
raw,887,12,3175054,3.77946327841983e-06
raw,888,365,3175054,0.000114958674718603
raw,889,3,3175054,9.44865819604958e-07
raw,890,21,3175054,6.61406073723471e-06
raw,891,7,3175054,2.20468691241157e-06
raw,892,6279,3175054,0.00197760416043318
raw,893,15,3175054,4.72432909802479e-06
raw,894,18,3175054,5.66919491762975e-06
raw,895,112,3175054,3.52749905985851e-05
raw,896,25,3175054,7.87388183004132e-06
raw,897,802,3175054,0.000252594129107725
raw,898,5,3175054,1.57477636600826e-06
raw,899,7,3175054,2.20468691241157e-06
raw,900,218,3175054,6.86602495579603e-05
raw,901,3437,3175054,0.00108250127399408
raw,902,33,3175054,1.03935240156545e-05
raw,903,46,3175054,1.4487942567276e-05
raw,904,7,3175054,2.20468691241157e-06
raw,905,92,3175054,2.8975885134552e-05
raw,906,6,3175054,1.88973163920992e-06
raw,907,208,3175054,6.55106968259437e-05
raw,908,147,3175054,4.62984251606429e-05
raw,909,242,3175054,7.62191761147999e-05
raw,910,11,3175054,3.46450800521818e-06
raw,911,12,3175054,3.77946327841983e-06
raw,912,28,3175054,8.81874764964627e-06
raw,913,6,3175054,1.88973163920992e-06
raw,914,161,3175054,5.07077989854661e-05
raw,915,9,3175054,2.83459745881487e-06
raw,916,14,3175054,4.40937382482314e-06
raw,917,3,3175054,9.44865819604958e-07
raw,918,9,3175054,2.83459745881487e-06
raw,919,1,3175054,3.14955273201653e-07
raw,920,41,3175054,1.29131662012678e-05
raw,921,3,3175054,9.44865819604958e-07
raw,922,116,3175054,3.65348116913917e-05
raw,923,2,3175054,6.29910546403305e-07
raw,924,96,3175054,3.02357062273587e-05
raw,925,15,3175054,4.72432909802479e-06
raw,926,63,3175054,1.98421822117041e-05
raw,927,8,3175054,2.51964218561322e-06
raw,928,3,3175054,9.44865819604958e-07
raw,929,5,3175054,1.57477636600826e-06
raw,930,5,3175054,1.57477636600826e-06
raw,931,229,3175054,7.21247575631785e-05
raw,932,11,3175054,3.46450800521818e-06
raw,933,20,3175054,6.29910546403305e-06
raw,934,8,3175054,2.51964218561322e-06
raw,935,11,3175054,3.46450800521818e-06
raw,936,26,3175054,8.18883710324297e-06
raw,937,46,3175054,1.4487942567276e-05
raw,938,17,3175054,5.35423964442809e-06
raw,939,9,3175054,2.83459745881487e-06
raw,940,81,3175054,2.55113771293339e-05
raw,941,13,3175054,4.09441855162148e-06
raw,942,15,3175054,4.72432909802479e-06
raw,943,22,3175054,6.92901601043636e-06
raw,944,9,3175054,2.83459745881487e-06
raw,945,14,3175054,4.40937382482314e-06
raw,946,12,3175054,3.77946327841983e-06
raw,947,6,3175054,1.88973163920992e-06
raw,948,6,3175054,1.88973163920992e-06
raw,949,11,3175054,3.46450800521818e-06
raw,950,11,3175054,3.46450800521818e-06
raw,951,45,3175054,1.41729872940744e-05
raw,952,7,3175054,2.20468691241157e-06
raw,953,55,3175054,1.73225400260909e-05
raw,954,15,3175054,4.72432909802479e-06
raw,955,7,3175054,2.20468691241157e-06
raw,956,15,3175054,4.72432909802479e-06
raw,957,15,3175054,4.72432909802479e-06
raw,958,14,3175054,4.40937382482314e-06
raw,959,52,3175054,1.63776742064859e-05
raw,960,29,3175054,9.13370292284793e-06
raw,961,36,3175054,1.13383898352595e-05
raw,962,12,3175054,3.77946327841983e-06
raw,963,32,3175054,1.00785687424529e-05
raw,964,45,3175054,1.41729872940744e-05
raw,965,18,3175054,5.66919491762975e-06
raw,966,83,3175054,2.61412876757372e-05
raw,967,123,3175054,3.87394986038033e-05
raw,968,45,3175054,1.41729872940744e-05
raw,969,32,3175054,1.00785687424529e-05
raw,970,23,3175054,7.24397128363801e-06
raw,971,19,3175054,5.9841501908314e-06
raw,972,35,3175054,1.10234345620578e-05
raw,973,20,3175054,6.29910546403305e-06
raw,974,2,3175054,6.29910546403305e-07
raw,975,54,3175054,1.70075847528892e-05
raw,976,11,3175054,3.46450800521818e-06
raw,977,10,3175054,3.14955273201653e-06
raw,978,35,3175054,1.10234345620578e-05
raw,979,3,3175054,9.44865819604958e-07
raw,980,10,3175054,3.14955273201653e-06
raw,981,17,3175054,5.35423964442809e-06
raw,982,278,3175054,8.75575659500594e-05
raw,983,40,3175054,1.25982109280661e-05
raw,984,67,3175054,2.11020033045107e-05
raw,985,21,3175054,6.61406073723471e-06
raw,986,63,3175054,1.98421822117041e-05
raw,987,6,3175054,1.88973163920992e-06
raw,988,13,3175054,4.09441855162148e-06
raw,989,84,3175054,2.64562429489388e-05
raw,990,1739,3175054,0.000547707220097674
raw,991,19,3175054,5.9841501908314e-06
raw,992,8,3175054,2.51964218561322e-06
raw,993,36,3175054,1.13383898352595e-05
raw,994,5,3175054,1.57477636600826e-06
raw,995,13,3175054,4.09441855162148e-06
raw,996,8,3175054,2.51964218561322e-06
raw,997,12,3175054,3.77946327841983e-06
raw,998,9,3175054,2.83459745881487e-06
raw,999,17,3175054,5.35423964442809e-06
raw,1000,10536,3175054,0.00331836875845261
raw,1001,6,3175054,1.88973163920992e-06
raw,1002,14,3175054,4.40937382482314e-06
raw,1003,11,3175054,3.46450800521818e-06
raw,1004,11,3175054,3.46450800521818e-06
raw,1005,20,3175054,6.29910546403305e-06
raw,1006,79,3175054,2.48814665829306e-05
raw,1007,21,3175054,6.61406073723471e-06
raw,1008,15,3175054,4.72432909802479e-06
raw,1009,93,3175054,2.92908404077537e-05
raw,1010,43,3175054,1.35430767476711e-05
raw,1011,6,3175054,1.88973163920992e-06
raw,1012,9,3175054,2.83459745881487e-06
raw,1013,3,3175054,9.44865819604958e-07
raw,1014,1,3175054,3.14955273201653e-07
raw,1015,6,3175054,1.88973163920992e-06
raw,1016,25,3175054,7.87388183004132e-06
raw,1017,4,3175054,1.25982109280661e-06
raw,1018,1,3175054,3.14955273201653e-07
raw,1019,25,3175054,7.87388183004132e-06
raw,1020,3,3175054,9.44865819604958e-07
raw,1021,13,3175054,4.09441855162148e-06
raw,1022,117,3175054,3.68497669645934e-05
raw,1023,336,3175054,0.000105824971795755
raw,1024,4,3175054,1.25982109280661e-06
raw,1026,4,3175054,1.25982109280661e-06
raw,1027,6,3175054,1.88973163920992e-06
raw,1028,1,3175054,3.14955273201653e-07
raw,1029,6,3175054,1.88973163920992e-06
raw,1030,4,3175054,1.25982109280661e-06
raw,1031,4,3175054,1.25982109280661e-06
raw,1032,41,3175054,1.29131662012678e-05
raw,1033,1,3175054,3.14955273201653e-07
raw,1034,6,3175054,1.88973163920992e-06
raw,1035,51,3175054,1.60627189332843e-05
raw,1036,4,3175054,1.25982109280661e-06
raw,1037,16,3175054,5.03928437122644e-06
raw,1038,2,3175054,6.29910546403305e-07
raw,1039,5,3175054,1.57477636600826e-06
raw,1040,3,3175054,9.44865819604958e-07
raw,1041,7,3175054,2.20468691241157e-06
raw,1042,4,3175054,1.25982109280661e-06
raw,1043,20,3175054,6.29910546403305e-06
raw,1044,89,3175054,2.80310193149471e-05
raw,1045,7,3175054,2.20468691241157e-06
raw,1046,4,3175054,1.25982109280661e-06
raw,1047,4,3175054,1.25982109280661e-06
raw,1048,81,3175054,2.55113771293339e-05
raw,1049,91,3175054,2.86609298613504e-05
raw,1050,4,3175054,1.25982109280661e-06
raw,1051,1,3175054,3.14955273201653e-07
raw,1052,2,3175054,6.29910546403305e-07
raw,1053,250,3175054,7.87388183004132e-05
raw,1054,223,3175054,7.02350259239685e-05
raw,1055,79,3175054,2.48814665829306e-05
raw,1056,2,3175054,6.29910546403305e-07
raw,1057,9,3175054,2.83459745881487e-06
raw,1058,132,3175054,4.15740960626181e-05
raw,1059,16,3175054,5.03928437122644e-06
raw,1060,94,3175054,2.96057956809553e-05
raw,1061,1,3175054,3.14955273201653e-07
raw,1062,3,3175054,9.44865819604958e-07
raw,1063,87,3175054,2.74011087685438e-05
raw,1064,1,3175054,3.14955273201653e-07
raw,1065,2,3175054,6.29910546403305e-07
raw,1066,2,3175054,6.29910546403305e-07
raw,1067,1,3175054,3.14955273201653e-07
raw,1069,38,3175054,1.19683003816628e-05
raw,1070,2,3175054,6.29910546403305e-07
raw,1071,7,3175054,2.20468691241157e-06
raw,1072,8,3175054,2.51964218561322e-06
raw,1073,3,3175054,9.44865819604958e-07
raw,1074,5,3175054,1.57477636600826e-06
raw,1075,353,3175054,0.000111179211440183
raw,1076,192,3175054,6.04714124547173e-05
raw,1077,84,3175054,2.64562429489388e-05
raw,1078,71,3175054,2.23618243973173e-05
raw,1079,2,3175054,6.29910546403305e-07
raw,1080,55,3175054,1.73225400260909e-05
raw,1081,1,3175054,3.14955273201653e-07
raw,1082,8,3175054,2.51964218561322e-06
raw,1083,27,3175054,8.50379237644462e-06
raw,1084,28,3175054,8.81874764964627e-06
raw,1085,74,3175054,2.33066902169223e-05
raw,1086,8,3175054,2.51964218561322e-06
raw,1088,2,3175054,6.29910546403305e-07
raw,1090,3,3175054,9.44865819604958e-07
raw,1091,19,3175054,5.9841501908314e-06
raw,1092,6,3175054,1.88973163920992e-06
raw,1093,29,3175054,9.13370292284793e-06
raw,1094,357,3175054,0.00011243903253299
