SeqID,StudyID,SampleType,Library,WOY,DNAplate,Site,Date,MonthStart
oro160061,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160062,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160063,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160064,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160065,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160066,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160067,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160068,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160069,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160070,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160071,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160072,oro16,sample,libB,24,15,HOP,2016-06-13,June
oro160073,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160074,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160075,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160076,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160077,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160078,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160079,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160080,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160081,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160082,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160083,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160084,oro16,sample,libB,24,15,HOP,2016-06-19,June
oro160085,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160086,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160087,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160088,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160090,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160091,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160092,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160093,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160094,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160095,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160096,oro16,sample,libB,26,15,HOP,2016-06-27,June
oro160384,oro16,sample,libB,16,12,BRN,2016-04-22,April
oro160385,oro16,sample,libB,16,12,BRN,2016-04-22,April
oro160386,oro16,sample,libB,16,12,BRN,2016-04-22,April
oro160387,oro16,sample,libB,16,12,BRN,2016-04-22,April
oro160388,oro16,sample,libB,16,12,BRN,2016-04-22,April
oro160392,oro16,sample,libB,16,12,BRN,2016-04-22,April
oro160393,oro16,sample,libB,16,12,BRN,2016-04-22,April
oro160394,oro16,sample,libB,16,12,BRN,2016-04-22,April
oro160395,oro16,sample,libB,16,12,BRN,2016-04-22,April
oro160396,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160397,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160398,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160399,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160400,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160401,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160403,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160404,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160405,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160406,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160407,oro16,sample,libB,17,13,MAP,2016-04-29,April
oro160408,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160409,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160410,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160411,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160412,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160413,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160414,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160415,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160416,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160417,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160418,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160419,oro16,sample,libB,19,12,BRN,2016-05-09,May
oro160420,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160421,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160422,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160423,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160424,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160425,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160426,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160427,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160428,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160429,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160430,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160431,oro16,sample,libB,19,12,BRN,2016-05-15,May
oro160434,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160435,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160436,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160437,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160438,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160439,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160440,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160441,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160442,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160443,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160444,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160445,oro16,sample,libB,20,12,BRN,2016-05-20,May
oro160446,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160447,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160448,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160449,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160450,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160451,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160452,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160453,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160454,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160455,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160456,oro16,sample,libB,21,12,BRN,2016-05-26,May
oro160458,oro16,sample,libB,22,12,BRN,2016-06-04,May
oro160459,oro16,sample,libB,22,12,BRN,2016-06-04,May
oro160460,oro16,sample,libB,22,12,BRN,2016-06-04,May
oro160461,oro16,sample,libB,22,12,BRN,2016-06-04,May
oro160462,oro16,sample,libB,22,12,BRN,2016-06-04,May
oro160463,oro16,sample,libB,22,12,BRN,2016-06-04,May
oro160464,oro16,sample,libB,22,12,BRN,2016-06-04,May
oro160466,oro16,sample,libB,22,12,BRN,2016-06-04,May
oro160467,oro16,sample,libB,22,12,BRN,2016-06-04,May
oro160469,oro16,sample,libB,22,13,BRN,2016-06-04,May
oro160470,oro16,sample,libB,23,13,BRN,2016-06-10,June
oro160471,oro16,sample,libB,23,13,BRN,2016-06-10,June
oro160472,oro16,sample,libB,23,13,BRN,2016-06-10,June
oro160473,oro16,sample,libB,23,13,BRN,2016-06-10,June
oro160474,oro16,sample,libB,23,13,BRN,2016-06-10,June
oro160475,oro16,sample,libB,23,13,BRN,2016-06-10,June
oro160476,oro16,sample,libB,23,13,BRN,2016-06-10,June
oro160477,oro16,sample,libB,23,13,BRN,2016-06-10,June
oro160478,oro16,sample,libB,23,13,BRN,2016-06-10,June
oro160480,oro16,sample,libB,23,13,BRN,2016-06-10,June
oro160484,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160485,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160486,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160487,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160488,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160489,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160490,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160491,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160492,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160493,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160494,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160495,oro16,sample,libB,24,13,BRN,2016-06-18,June
oro160497,oro16,sample,libB,25,13,BRN,2016-06-25,June
oro160498,oro16,sample,libB,25,13,BRN,2016-06-25,June
oro160499,oro16,sample,libB,25,13,BRN,2016-06-25,June
oro160500,oro16,sample,libB,25,13,BRN,2016-06-25,June
oro160501,oro16,sample,libB,25,13,BRN,2016-06-25,June
oro160502,oro16,sample,libB,25,13,BRN,2016-06-25,June
oro160503,oro16,sample,libB,25,13,BRN,2016-06-25,June
oro160505,oro16,sample,libB,25,13,BRN,2016-06-25,June
oro160506,oro16,sample,libB,25,13,BRN,2016-06-25,June
oro160507,oro16,sample,libB,25,13,BRN,2016-06-25,June
oro160508,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160509,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160510,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160511,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160512,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160513,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160514,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160515,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160516,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160517,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160518,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160519,oro16,sample,libB,26,13,BRN,2016-07-03,June
oro160520,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160521,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160522,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160523,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160524,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160525,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160526,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160527,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160528,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160529,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160530,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160531,oro16,sample,libB,27,13,BRN,2016-07-09,July
oro160534,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160535,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160536,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160537,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160538,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160539,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160540,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160541,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160542,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160543,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160544,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160545,oro16,sample,libB,16,13,MAP,2016-04-22,April
oro160546,oro16,sample,libB,17,12,BRN,2016-04-29,April
oro160547,oro16,sample,libB,17,12,BRN,2016-04-29,April
oro160548,oro16,sample,libB,17,12,BRN,2016-04-29,April
oro160550,oro16,sample,libB,17,12,BRN,2016-04-29,April
oro160551,oro16,sample,libB,17,12,BRN,2016-04-29,April
oro160552,oro16,sample,libB,17,12,BRN,2016-04-29,April
